state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
27,htn_treated,9.4,8.9,10,Proportion,"9.4 (8.9, 10)",34937,age_category,40-64,Total,Maharashtra,West
27,htn_controlled,4.7,4.3,5,Proportion,"4.7 (4.3, 5)",34937,age_category,40-64,Total,Maharashtra,West
27,htn_screened,73.8,72.2,75.3,Proportion,"73.8 (72.2, 75.3)",12771,age_category,65 plus,Total,Maharashtra,West
27,htn_disease,52.6,51.2,54,Proportion,"52.6 (51.2, 54)",12771,age_category,65 plus,Total,Maharashtra,West
27,htn_diagnosed,25.7,24.3,27,Proportion,"25.7 (24.3, 27)",12771,age_category,65 plus,Total,Maharashtra,West
27,htn_treated,22.5,21.2,23.9,Proportion,"22.5 (21.2, 23.9)",12771,age_category,65 plus,Total,Maharashtra,West
27,htn_controlled,11.5,10.5,12.4,Proportion,"11.5 (10.5, 12.4)",12771,age_category,65 plus,Total,Maharashtra,West
28,htn_screened,65.2,63.2,67.1,Proportion,"65.2 (63.2, 67.1)",12472,age_category,18-39,Total,Andhra Pradesh,South
28,htn_disease,13.6,12.8,14.4,Proportion,"13.6 (12.8, 14.4)",12472,age_category,18-39,Total,Andhra Pradesh,South
28,htn_diagnosed,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",12472,age_category,18-39,Total,Andhra Pradesh,South
28,htn_treated,1.4,1.1,1.6,Proportion,"1.4 (1.1, 1.6)",12472,age_category,18-39,Total,Andhra Pradesh,South
28,htn_controlled,0.8,0.7,1,Proportion,"0.8 (0.7, 1)",12472,age_category,18-39,Total,Andhra Pradesh,South
28,htn_screened,80.1,78.5,81.6,Proportion,"80.1 (78.5, 81.6)",11635,age_category,40-64,Total,Andhra Pradesh,South
28,htn_disease,40.4,39.3,41.6,Proportion,"40.4 (39.3, 41.6)",11635,age_category,40-64,Total,Andhra Pradesh,South
28,htn_diagnosed,18.2,17.2,19.3,Proportion,"18.2 (17.2, 19.3)",11635,age_category,40-64,Total,Andhra Pradesh,South
28,htn_treated,14.7,13.8,15.7,Proportion,"14.7 (13.8, 15.7)",11635,age_category,40-64,Total,Andhra Pradesh,South
28,htn_controlled,7.1,6.4,7.8,Proportion,"7.1 (6.4, 7.8)",11635,age_category,40-64,Total,Andhra Pradesh,South
28,htn_screened,87.6,86,89.2,Proportion,"87.6 (86, 89.2)",3121,age_category,65 plus,Total,Andhra Pradesh,South
28,htn_disease,58.4,56.4,60.3,Proportion,"58.4 (56.4, 60.3)",3121,age_category,65 plus,Total,Andhra Pradesh,South
28,htn_diagnosed,35.1,32.9,37.3,Proportion,"35.1 (32.9, 37.3)",3121,age_category,65 plus,Total,Andhra Pradesh,South
28,htn_treated,31.4,29.3,33.6,Proportion,"31.4 (29.3, 33.6)",3121,age_category,65 plus,Total,Andhra Pradesh,South
28,htn_controlled,14,12.5,15.5,Proportion,"14 (12.5, 15.5)",3121,age_category,65 plus,Total,Andhra Pradesh,South
29,htn_screened,52.7,50.6,54.8,Proportion,"52.7 (50.6, 54.8)",35429,age_category,18-39,Total,Karnataka,South
29,htn_disease,13.8,13,14.5,Proportion,"13.8 (13, 14.5)",35429,age_category,18-39,Total,Karnataka,South
29,htn_diagnosed,3,2.5,3.5,Proportion,"3 (2.5, 3.5)",35429,age_category,18-39,Total,Karnataka,South
29,htn_treated,0.9,0.8,1.1,Proportion,"0.9 (0.8, 1.1)",35429,age_category,18-39,Total,Karnataka,South
29,htn_controlled,0.6,0.5,0.7,Proportion,"0.6 (0.5, 0.7)",35429,age_category,18-39,Total,Karnataka,South
29,htn_screened,67.9,65.9,69.8,Proportion,"67.9 (65.9, 69.8)",29764,age_category,40-64,Total,Karnataka,South
29,htn_disease,39.7,38.6,40.7,Proportion,"39.7 (38.6, 40.7)",29764,age_category,40-64,Total,Karnataka,South
29,htn_diagnosed,14.1,13.3,15,Proportion,"14.1 (13.3, 15)",29764,age_category,40-64,Total,Karnataka,South
29,htn_treated,11.6,10.8,12.3,Proportion,"11.6 (10.8, 12.3)",29764,age_category,40-64,Total,Karnataka,South
29,htn_controlled,4.8,4.5,5.2,Proportion,"4.8 (4.5, 5.2)",29764,age_category,40-64,Total,Karnataka,South
29,htn_screened,75.5,73.5,77.4,Proportion,"75.5 (73.5, 77.4)",9456,age_category,65 plus,Total,Karnataka,South
29,htn_disease,57.3,55.8,58.9,Proportion,"57.3 (55.8, 58.9)",9456,age_category,65 plus,Total,Karnataka,South
29,htn_diagnosed,29.8,28.1,31.4,Proportion,"29.8 (28.1, 31.4)",9456,age_category,65 plus,Total,Karnataka,South
29,htn_treated,27.1,25.5,28.7,Proportion,"27.1 (25.5, 28.7)",9456,age_category,65 plus,Total,Karnataka,South
29,htn_controlled,10.7,9.8,11.6,Proportion,"10.7 (9.8, 11.6)",9456,age_category,65 plus,Total,Karnataka,South
30,htn_screened,79.6,76.4,82.7,Proportion,"79.6 (76.4, 82.7)",2187,age_category,18-39,Total,Goa,West
30,htn_disease,9.8,8.4,11.3,Proportion,"9.8 (8.4, 11.3)",2187,age_category,18-39,Total,Goa,West
30,htn_diagnosed,2,1.4,2.6,Proportion,"2 (1.4, 2.6)",2187,age_category,18-39,Total,Goa,West
30,htn_treated,0.9,0.5,1.3,Proportion,"0.9 (0.5, 1.3)",2187,age_category,18-39,Total,Goa,West
30,htn_controlled,0.5,0.2,0.9,Proportion,"0.5 (0.2, 0.9)",2187,age_category,18-39,Total,Goa,West
30,htn_screened,93.8,91.5,96.2,Proportion,"93.8 (91.5, 96.2)",2228,age_category,40-64,Total,Goa,West
30,htn_disease,38.1,35.8,40.5,Proportion,"38.1 (35.8, 40.5)",2228,age_category,40-64,Total,Goa,West
30,htn_diagnosed,23.4,20.9,26,Proportion,"23.4 (20.9, 26)",2228,age_category,40-64,Total,Goa,West
30,htn_treated,20.5,18.2,22.9,Proportion,"20.5 (18.2, 22.9)",2228,age_category,40-64,Total,Goa,West
30,htn_controlled,12.3,10.5,14.1,Proportion,"12.3 (10.5, 14.1)",2228,age_category,40-64,Total,Goa,West
30,htn_screened,94.2,90.8,97.6,Proportion,"94.2 (90.8, 97.6)",623,age_category,65 plus,Total,Goa,West
30,htn_disease,67.4,62.8,71.9,Proportion,"67.4 (62.8, 71.9)",623,age_category,65 plus,Total,Goa,West
30,htn_diagnosed,51,44.9,57.2,Proportion,"51 (44.9, 57.2)",623,age_category,65 plus,Total,Goa,West
30,htn_treated,49.3,43.3,55.2,Proportion,"49.3 (43.3, 55.2)",623,age_category,65 plus,Total,Goa,West
30,htn_controlled,31.7,26.8,36.5,Proportion,"31.7 (26.8, 36.5)",623,age_category,65 plus,Total,Goa,West
31,htn_screened,85.6,82.7,88.4,Proportion,"85.6 (82.7, 88.4)",1383,age_category,18-39,Total,Lakshadweep,South
31,htn_disease,9.9,7.7,12.1,Proportion,"9.9 (7.7, 12.1)",1383,age_category,18-39,Total,Lakshadweep,South
31,htn_diagnosed,1.7,1,2.4,Proportion,"1.7 (1, 2.4)",1383,age_category,18-39,Total,Lakshadweep,South
31,htn_treated,0.8,0.3,1.3,Proportion,"0.8 (0.3, 1.3)",1383,age_category,18-39,Total,Lakshadweep,South
31,htn_controlled,0.5,0.1,0.8,Proportion,"0.5 (0.1, 0.8)",1383,age_category,18-39,Total,Lakshadweep,South
31,htn_screened,97.3,95.6,98.9,Proportion,"97.3 (95.6, 98.9)",1207,age_category,40-64,Total,Lakshadweep,South
31,htn_disease,39.6,35.2,44,Proportion,"39.6 (35.2, 44)",1207,age_category,40-64,Total,Lakshadweep,South
31,htn_diagnosed,16.5,13.5,19.4,Proportion,"16.5 (13.5, 19.4)",1207,age_category,40-64,Total,Lakshadweep,South
31,htn_treated,14.4,11.7,17,Proportion,"14.4 (11.7, 17)",1207,age_category,40-64,Total,Lakshadweep,South
31,htn_controlled,5.4,3.9,7,Proportion,"5.4 (3.9, 7)",1207,age_category,40-64,Total,Lakshadweep,South
31,htn_screened,99.6,98.8,100.4,Proportion,"99.6 (98.8, 100.4)",346,age_category,65 plus,Total,Lakshadweep,South
31,htn_disease,67.2,59.9,74.5,Proportion,"67.2 (59.9, 74.5)",346,age_category,65 plus,Total,Lakshadweep,South
31,htn_diagnosed,41.5,33.7,49.3,Proportion,"41.5 (33.7, 49.3)",346,age_category,65 plus,Total,Lakshadweep,South
31,htn_treated,36.9,29.7,44.2,Proportion,"36.9 (29.7, 44.2)",346,age_category,65 plus,Total,Lakshadweep,South
31,htn_controlled,12.2,6.8,17.7,Proportion,"12.2 (6.8, 17.7)",346,age_category,65 plus,Total,Lakshadweep,South
32,htn_screened,78.5,77.1,79.8,Proportion,"78.5 (77.1, 79.8)",11117,age_category,18-39,Total,Kerala,South
32,htn_disease,10.6,9.9,11.3,Proportion,"10.6 (9.9, 11.3)",11117,age_category,18-39,Total,Kerala,South
32,htn_diagnosed,2.9,2.6,3.3,Proportion,"2.9 (2.6, 3.3)",11117,age_category,18-39,Total,Kerala,South
32,htn_treated,1.2,1,1.4,Proportion,"1.2 (1, 1.4)",11117,age_category,18-39,Total,Kerala,South
32,htn_controlled,0.8,0.6,1,Proportion,"0.8 (0.6, 1)",11117,age_category,18-39,Total,Kerala,South
32,htn_screened,94.5,93.9,95.1,Proportion,"94.5 (93.9, 95.1)",14806,age_category,40-64,Total,Kerala,South
32,htn_disease,42.1,41,43.1,Proportion,"42.1 (41, 43.1)",14806,age_category,40-64,Total,Kerala,South
32,htn_diagnosed,23.1,22.1,24.1,Proportion,"23.1 (22.1, 24.1)",14806,age_category,40-64,Total,Kerala,South
32,htn_treated,18.6,17.8,19.4,Proportion,"18.6 (17.8, 19.4)",14806,age_category,40-64,Total,Kerala,South
32,htn_controlled,9.1,8.5,9.7,Proportion,"9.1 (8.5, 9.7)",14806,age_category,40-64,Total,Kerala,South
32,htn_screened,97,96.3,97.6,Proportion,"97 (96.3, 97.6)",5381,age_category,65 plus,Total,Kerala,South
32,htn_disease,68.3,66.8,69.8,Proportion,"68.3 (66.8, 69.8)",5381,age_category,65 plus,Total,Kerala,South
32,htn_diagnosed,51.9,50.2,53.6,Proportion,"51.9 (50.2, 53.6)",5381,age_category,65 plus,Total,Kerala,South
32,htn_treated,47.7,46.1,49.4,Proportion,"47.7 (46.1, 49.4)",5381,age_category,65 plus,Total,Kerala,South
32,htn_controlled,22.6,21.2,24,Proportion,"22.6 (21.2, 24)",5381,age_category,65 plus,Total,Kerala,South
33,htn_screened,73.3,72.1,74.5,Proportion,"73.3 (72.1, 74.5)",28486,age_category,18-39,Total,Tamil Nadu,South
33,htn_disease,17,16.1,17.9,Proportion,"17 (16.1, 17.9)",28486,age_category,18-39,Total,Tamil Nadu,South
33,htn_diagnosed,5.4,4.6,6.2,Proportion,"5.4 (4.6, 6.2)",28486,age_category,18-39,Total,Tamil Nadu,South
33,htn_treated,1.1,1,1.3,Proportion,"1.1 (1, 1.3)",28486,age_category,18-39,Total,Tamil Nadu,South
33,htn_controlled,0.7,0.5,0.8,Proportion,"0.7 (0.5, 0.8)",28486,age_category,18-39,Total,Tamil Nadu,South
33,htn_screened,86.8,85.8,87.7,Proportion,"86.8 (85.8, 87.7)",29295,age_category,40-64,Total,Tamil Nadu,South
33,htn_disease,41.1,40.1,42.2,Proportion,"41.1 (40.1, 42.2)",29295,age_category,40-64,Total,Tamil Nadu,South
33,htn_diagnosed,17.3,16.3,18.3,Proportion,"17.3 (16.3, 18.3)",29295,age_category,40-64,Total,Tamil Nadu,South
33,htn_treated,11.8,11.3,12.3,Proportion,"11.8 (11.3, 12.3)",29295,age_category,40-64,Total,Tamil Nadu,South
33,htn_controlled,4.7,4.4,5,Proportion,"4.7 (4.4, 5)",29295,age_category,40-64,Total,Tamil Nadu,South
33,htn_screened,89.2,88,90.3,Proportion,"89.2 (88, 90.3)",8919,age_category,65 plus,Total,Tamil Nadu,South
33,htn_disease,56.2,54.8,57.6,Proportion,"56.2 (54.8, 57.6)",8919,age_category,65 plus,Total,Tamil Nadu,South
33,htn_diagnosed,31.3,29.8,32.8,Proportion,"31.3 (29.8, 32.8)",8919,age_category,65 plus,Total,Tamil Nadu,South
33,htn_treated,26.8,25.5,28.2,Proportion,"26.8 (25.5, 28.2)",8919,age_category,65 plus,Total,Tamil Nadu,South
33,htn_controlled,11.6,10.7,12.5,Proportion,"11.6 (10.7, 12.5)",8919,age_category,65 plus,Total,Tamil Nadu,South
34,htn_screened,72.7,68.7,76.8,Proportion,"72.7 (68.7, 76.8)",4091,age_category,18-39,Total,Puducherry,South
34,htn_disease,13.1,11.1,15.1,Proportion,"13.1 (11.1, 15.1)",4091,age_category,18-39,Total,Puducherry,South
34,htn_diagnosed,3.6,2.4,4.9,Proportion,"3.6 (2.4, 4.9)",4091,age_category,18-39,Total,Puducherry,South
34,htn_treated,1.4,0.7,2.1,Proportion,"1.4 (0.7, 2.1)",4091,age_category,18-39,Total,Puducherry,South
34,htn_controlled,0.9,0.4,1.5,Proportion,"0.9 (0.4, 1.5)",4091,age_category,18-39,Total,Puducherry,South
34,htn_screened,86.8,83.8,89.9,Proportion,"86.8 (83.8, 89.9)",4095,age_category,40-64,Total,Puducherry,South
34,htn_disease,38,34.9,41.1,Proportion,"38 (34.9, 41.1)",4095,age_category,40-64,Total,Puducherry,South
34,htn_diagnosed,18.4,15.9,20.9,Proportion,"18.4 (15.9, 20.9)",4095,age_category,40-64,Total,Puducherry,South
34,htn_treated,15,12.9,17.1,Proportion,"15 (12.9, 17.1)",4095,age_category,40-64,Total,Puducherry,South
34,htn_controlled,7.7,5.9,9.6,Proportion,"7.7 (5.9, 9.6)",4095,age_category,40-64,Total,Puducherry,South
34,htn_screened,88.7,85.3,92,Proportion,"88.7 (85.3, 92)",1206,age_category,65 plus,Total,Puducherry,South
34,htn_disease,53.2,47.6,58.8,Proportion,"53.2 (47.6, 58.8)",1206,age_category,65 plus,Total,Puducherry,South
34,htn_diagnosed,35.4,30.4,40.3,Proportion,"35.4 (30.4, 40.3)",1206,age_category,65 plus,Total,Puducherry,South
34,htn_treated,32.6,27.7,37.4,Proportion,"32.6 (27.7, 37.4)",1206,age_category,65 plus,Total,Puducherry,South
34,htn_controlled,17.5,14.4,20.6,Proportion,"17.5 (14.4, 20.6)",1206,age_category,65 plus,Total,Puducherry,South
35,htn_screened,78.2,75.9,80.5,Proportion,"78.2 (75.9, 80.5)",3138,age_category,18-39,Total,Andaman & Nicobar Islands,South
35,htn_disease,15.5,13.6,17.4,Proportion,"15.5 (13.6, 17.4)",3138,age_category,18-39,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,3.7,2.8,4.5,Proportion,"3.7 (2.8, 4.5)",3138,age_category,18-39,Total,Andaman & Nicobar Islands,South
35,htn_treated,2,1.4,2.7,Proportion,"2 (1.4, 2.7)",3138,age_category,18-39,Total,Andaman & Nicobar Islands,South
35,htn_controlled,0.8,0.4,1.1,Proportion,"0.8 (0.4, 1.1)",3138,age_category,18-39,Total,Andaman & Nicobar Islands,South
35,htn_screened,91.7,90,93.4,Proportion,"91.7 (90, 93.4)",2960,age_category,40-64,Total,Andaman & Nicobar Islands,South
35,htn_disease,41.1,37.9,44.2,Proportion,"41.1 (37.9, 44.2)",2960,age_category,40-64,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,19.2,16.9,21.5,Proportion,"19.2 (16.9, 21.5)",2960,age_category,40-64,Total,Andaman & Nicobar Islands,South
35,htn_treated,15.8,13.6,18,Proportion,"15.8 (13.6, 18)",2960,age_category,40-64,Total,Andaman & Nicobar Islands,South
35,htn_controlled,6.1,5,7.1,Proportion,"6.1 (5, 7.1)",2960,age_category,40-64,Total,Andaman & Nicobar Islands,South
35,htn_screened,96.1,94,98.2,Proportion,"96.1 (94, 98.2)",623,age_category,65 plus,Total,Andaman & Nicobar Islands,South
35,htn_disease,59.3,54,64.6,Proportion,"59.3 (54, 64.6)",623,age_category,65 plus,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,34.2,29.6,38.8,Proportion,"34.2 (29.6, 38.8)",623,age_category,65 plus,Total,Andaman & Nicobar Islands,South
35,htn_treated,29.6,24.9,34.3,Proportion,"29.6 (24.9, 34.3)",623,age_category,65 plus,Total,Andaman & Nicobar Islands,South
35,htn_controlled,12.8,9.9,15.7,Proportion,"12.8 (9.9, 15.7)",623,age_category,65 plus,Total,Andaman & Nicobar Islands,South
36,htn_screened,72.3,70.7,73.9,Proportion,"72.3 (70.7, 73.9)",31018,age_category,18-39,Total,Telangana,South
36,htn_disease,15.9,15.3,16.5,Proportion,"15.9 (15.3, 16.5)",31018,age_category,18-39,Total,Telangana,South
36,htn_diagnosed,3.3,3,3.5,Proportion,"3.3 (3, 3.5)",31018,age_category,18-39,Total,Telangana,South
36,htn_treated,1.5,1.3,1.6,Proportion,"1.5 (1.3, 1.6)",31018,age_category,18-39,Total,Telangana,South
36,htn_controlled,0.8,0.7,1,Proportion,"0.8 (0.7, 1)",31018,age_category,18-39,Total,Telangana,South
36,htn_screened,82.6,81.4,83.8,Proportion,"82.6 (81.4, 83.8)",25881,age_category,40-64,Total,Telangana,South
36,htn_disease,42.5,41.6,43.4,Proportion,"42.5 (41.6, 43.4)",25881,age_category,40-64,Total,Telangana,South
36,htn_diagnosed,18.7,18,19.4,Proportion,"18.7 (18, 19.4)",25881,age_category,40-64,Total,Telangana,South
36,htn_treated,15.6,15,16.3,Proportion,"15.6 (15, 16.3)",25881,age_category,40-64,Total,Telangana,South
36,htn_controlled,7.6,7.1,8,Proportion,"7.6 (7.1, 8)",25881,age_category,40-64,Total,Telangana,South
36,htn_screened,87.7,86.5,88.9,Proportion,"87.7 (86.5, 88.9)",7630,age_category,65 plus,Total,Telangana,South
36,htn_disease,58.7,57,60.3,Proportion,"58.7 (57, 60.3)",7630,age_category,65 plus,Total,Telangana,South
36,htn_diagnosed,37.3,35.6,39.1,Proportion,"37.3 (35.6, 39.1)",7630,age_category,65 plus,Total,Telangana,South
36,htn_treated,34.1,32.4,35.8,Proportion,"34.1 (32.4, 35.8)",7630,age_category,65 plus,Total,Telangana,South
36,htn_controlled,17.8,16.6,19.1,Proportion,"17.8 (16.6, 19.1)",7630,age_category,65 plus,Total,Telangana,South
37,htn_screened,61.2,56.7,65.7,Proportion,"61.2 (56.7, 65.7)",3038,age_category,18-39,Total,Ladakh,North
37,htn_disease,13.9,10,17.8,Proportion,"13.9 (10, 17.8)",3038,age_category,18-39,Total,Ladakh,North
37,htn_diagnosed,7.5,4,11.1,Proportion,"7.5 (4, 11.1)",3038,age_category,18-39,Total,Ladakh,North
37,htn_treated,1.8,1.3,2.3,Proportion,"1.8 (1.3, 2.3)",3038,age_category,18-39,Total,Ladakh,North
37,htn_controlled,1,0.6,1.3,Proportion,"1 (0.6, 1.3)",3038,age_category,18-39,Total,Ladakh,North
37,htn_screened,87,83.7,90.2,Proportion,"87 (83.7, 90.2)",2239,age_category,40-64,Total,Ladakh,North
37,htn_disease,34.6,29.6,39.7,Proportion,"34.6 (29.6, 39.7)",2239,age_category,40-64,Total,Ladakh,North
37,htn_diagnosed,25.1,20.2,30,Proportion,"25.1 (20.2, 30)",2239,age_category,40-64,Total,Ladakh,North
37,htn_treated,12,9.1,14.9,Proportion,"12 (9.1, 14.9)",2239,age_category,40-64,Total,Ladakh,North
37,htn_controlled,4.3,3.1,5.5,Proportion,"4.3 (3.1, 5.5)",2239,age_category,40-64,Total,Ladakh,North
37,htn_screened,88.8,83.9,93.7,Proportion,"88.8 (83.9, 93.7)",419,age_category,65 plus,Total,Ladakh,North
37,htn_disease,49.9,42.3,57.5,Proportion,"49.9 (42.3, 57.5)",419,age_category,65 plus,Total,Ladakh,North
37,htn_diagnosed,38.6,31.7,45.5,Proportion,"38.6 (31.7, 45.5)",419,age_category,65 plus,Total,Ladakh,North
37,htn_treated,24.5,19.4,29.6,Proportion,"24.5 (19.4, 29.6)",419,age_category,65 plus,Total,Ladakh,North
37,htn_controlled,9.7,6.9,12.4,Proportion,"9.7 (6.9, 12.4)",419,age_category,65 plus,Total,Ladakh,North
1,htn_screened,62.7,60.1,65.2,Proportion,"62.7 (60.1, 65.2)",9505,education,Higher,Total,Jammu & Kashmir,North
1,htn_disease,12.3,11.1,13.5,Proportion,"12.3 (11.1, 13.5)",9505,education,Higher,Total,Jammu & Kashmir,North
1,htn_diagnosed,6.2,5.3,7.1,Proportion,"6.2 (5.3, 7.1)",9505,education,Higher,Total,Jammu & Kashmir,North
1,htn_treated,3.2,2.6,3.8,Proportion,"3.2 (2.6, 3.8)",9505,education,Higher,Total,Jammu & Kashmir,North
1,htn_controlled,1.9,1.4,2.3,Proportion,"1.9 (1.4, 2.3)",9505,education,Higher,Total,Jammu & Kashmir,North
1,htn_screened,86.9,85.6,88.3,Proportion,"86.9 (85.6, 88.3)",17200,education,No education,Total,Jammu & Kashmir,North
1,htn_disease,38.9,37.2,40.6,Proportion,"38.9 (37.2, 40.6)",17200,education,No education,Total,Jammu & Kashmir,North
1,htn_diagnosed,24.6,23.1,26.2,Proportion,"24.6 (23.1, 26.2)",17200,education,No education,Total,Jammu & Kashmir,North
1,htn_treated,18.1,16.8,19.3,Proportion,"18.1 (16.8, 19.3)",17200,education,No education,Total,Jammu & Kashmir,North
1,htn_controlled,7.6,6.8,8.4,Proportion,"7.6 (6.8, 8.4)",17200,education,No education,Total,Jammu & Kashmir,North
1,htn_screened,82.5,80.2,84.8,Proportion,"82.5 (80.2, 84.8)",2670,education,Primary,Total,Jammu & Kashmir,North
1,htn_disease,31.9,29.2,34.6,Proportion,"31.9 (29.2, 34.6)",2670,education,Primary,Total,Jammu & Kashmir,North
1,htn_diagnosed,17.3,15.1,19.6,Proportion,"17.3 (15.1, 19.6)",2670,education,Primary,Total,Jammu & Kashmir,North
1,htn_treated,11.3,9.4,13.1,Proportion,"11.3 (9.4, 13.1)",2670,education,Primary,Total,Jammu & Kashmir,North
1,htn_controlled,5.5,4.1,7,Proportion,"5.5 (4.1, 7)",2670,education,Primary,Total,Jammu & Kashmir,North
1,htn_screened,70.5,68.8,72.2,Proportion,"70.5 (68.8, 72.2)",25153,education,Secondary,Total,Jammu & Kashmir,North
1,htn_disease,20.7,19.5,21.8,Proportion,"20.7 (19.5, 21.8)",25153,education,Secondary,Total,Jammu & Kashmir,North
1,htn_diagnosed,10.2,9.4,11,Proportion,"10.2 (9.4, 11)",25153,education,Secondary,Total,Jammu & Kashmir,North
1,htn_treated,6.2,5.6,6.8,Proportion,"6.2 (5.6, 6.8)",25153,education,Secondary,Total,Jammu & Kashmir,North
1,htn_controlled,3.1,2.6,3.5,Proportion,"3.1 (2.6, 3.5)",25153,education,Secondary,Total,Jammu & Kashmir,North
2,htn_screened,69.9,67.5,72.3,Proportion,"69.9 (67.5, 72.3)",4704,education,Higher,Total,Himachal Pradesh,North
2,htn_disease,19.6,18.2,20.9,Proportion,"19.6 (18.2, 20.9)",4704,education,Higher,Total,Himachal Pradesh,North
2,htn_diagnosed,8.7,7.5,9.8,Proportion,"8.7 (7.5, 9.8)",4704,education,Higher,Total,Himachal Pradesh,North
2,htn_treated,4.7,3.8,5.5,Proportion,"4.7 (3.8, 5.5)",4704,education,Higher,Total,Himachal Pradesh,North
2,htn_controlled,2.5,1.8,3.2,Proportion,"2.5 (1.8, 3.2)",4704,education,Higher,Total,Himachal Pradesh,North
2,htn_screened,80.3,78.2,82.3,Proportion,"80.3 (78.2, 82.3)",5231,education,No education,Total,Himachal Pradesh,North
2,htn_disease,39.3,37.2,41.4,Proportion,"39.3 (37.2, 41.4)",5231,education,No education,Total,Himachal Pradesh,North
2,htn_diagnosed,21.6,19.7,23.5,Proportion,"21.6 (19.7, 23.5)",5231,education,No education,Total,Himachal Pradesh,North
2,htn_treated,14.9,13.4,16.3,Proportion,"14.9 (13.4, 16.3)",5231,education,No education,Total,Himachal Pradesh,North
2,htn_controlled,7,5.9,8.1,Proportion,"7 (5.9, 8.1)",5231,education,No education,Total,Himachal Pradesh,North
2,htn_screened,79.1,77.1,81.1,Proportion,"79.1 (77.1, 81.1)",4246,education,Primary,Total,Himachal Pradesh,North
2,htn_disease,32.8,30.5,35.1,Proportion,"32.8 (30.5, 35.1)",4246,education,Primary,Total,Himachal Pradesh,North
2,htn_diagnosed,17.1,15.5,18.7,Proportion,"17.1 (15.5, 18.7)",4246,education,Primary,Total,Himachal Pradesh,North
2,htn_treated,11.1,9.9,12.4,Proportion,"11.1 (9.9, 12.4)",4246,education,Primary,Total,Himachal Pradesh,North
2,htn_controlled,4.9,4,5.8,Proportion,"4.9 (4, 5.8)",4246,education,Primary,Total,Himachal Pradesh,North
2,htn_screened,73.2,71.5,74.8,Proportion,"73.2 (71.5, 74.8)",13278,education,Secondary,Total,Himachal Pradesh,North
2,htn_disease,24.1,22.9,25.3,Proportion,"24.1 (22.9, 25.3)",13278,education,Secondary,Total,Himachal Pradesh,North
2,htn_diagnosed,10.9,10,11.7,Proportion,"10.9 (10, 11.7)",13278,education,Secondary,Total,Himachal Pradesh,North
2,htn_treated,5.9,5.4,6.5,Proportion,"5.9 (5.4, 6.5)",13278,education,Secondary,Total,Himachal Pradesh,North
2,htn_controlled,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",13278,education,Secondary,Total,Himachal Pradesh,North
3,htn_screened,78.2,76.4,80,Proportion,"78.2 (76.4, 80)",7127,education,Higher,Total,Punjab,North
3,htn_disease,28.5,27,29.9,Proportion,"28.5 (27, 29.9)",7127,education,Higher,Total,Punjab,North
3,htn_diagnosed,12.9,11.8,14.1,Proportion,"12.9 (11.8, 14.1)",7127,education,Higher,Total,Punjab,North
3,htn_treated,5.6,4.9,6.4,Proportion,"5.6 (4.9, 6.4)",7127,education,Higher,Total,Punjab,North
3,htn_controlled,2.6,2,3.2,Proportion,"2.6 (2, 3.2)",7127,education,Higher,Total,Punjab,North
3,htn_screened,83,81.5,84.4,Proportion,"83 (81.5, 84.4)",12891,education,No education,Total,Punjab,North
3,htn_disease,55.2,53.8,56.7,Proportion,"55.2 (53.8, 56.7)",12891,education,No education,Total,Punjab,North
3,htn_diagnosed,27.6,26.2,29.1,Proportion,"27.6 (26.2, 29.1)",12891,education,No education,Total,Punjab,North
3,htn_treated,13.6,12.7,14.5,Proportion,"13.6 (12.7, 14.5)",12891,education,No education,Total,Punjab,North
3,htn_controlled,4.6,4.1,5.1,Proportion,"4.6 (4.1, 5.1)",12891,education,No education,Total,Punjab,North
3,htn_screened,83.7,82.2,85.1,Proportion,"83.7 (82.2, 85.1)",6556,education,Primary,Total,Punjab,North
3,htn_disease,50.6,48.9,52.4,Proportion,"50.6 (48.9, 52.4)",6556,education,Primary,Total,Punjab,North
3,htn_diagnosed,25.3,23.7,26.9,Proportion,"25.3 (23.7, 26.9)",6556,education,Primary,Total,Punjab,North
3,htn_treated,11.8,10.8,12.8,Proportion,"11.8 (10.8, 12.8)",6556,education,Primary,Total,Punjab,North
3,htn_controlled,4.1,3.5,4.7,Proportion,"4.1 (3.5, 4.7)",6556,education,Primary,Total,Punjab,North
3,htn_screened,78.7,77.5,79.9,Proportion,"78.7 (77.5, 79.9)",25359,education,Secondary,Total,Punjab,North
3,htn_disease,38.7,37.6,39.8,Proportion,"38.7 (37.6, 39.8)",25359,education,Secondary,Total,Punjab,North
3,htn_diagnosed,16.6,15.7,17.5,Proportion,"16.6 (15.7, 17.5)",25359,education,Secondary,Total,Punjab,North
3,htn_treated,6.4,6,6.9,Proportion,"6.4 (6, 6.9)",25359,education,Secondary,Total,Punjab,North
3,htn_controlled,2.3,2,2.5,Proportion,"2.3 (2, 2.5)",25359,education,Secondary,Total,Punjab,North
4,htn_screened,84.4,78.3,90.4,Proportion,"84.4 (78.3, 90.4)",449,education,Higher,Total,Chandigarh,North
