strata,variable,estimate,lci,uci,type,group,est_ci,n,stratification,residence
Female,age_category5,11.8,11.6,12,Grouped,"[25,30)","11.8 (11.6, 12)",218595,sex,Urban
Female,age_category5,11.1,10.9,11.3,Grouped,"[30,35)","11.1 (10.9, 11.3)",218595,sex,Urban
Female,age_category5,11.1,10.9,11.3,Grouped,"[35,40)","11.1 (10.9, 11.3)",218595,sex,Urban
Female,age_category5,9.5,9.4,9.7,Grouped,"[40,45)","9.5 (9.4, 9.7)",218595,sex,Urban
Female,age_category5,9.6,9.4,9.8,Grouped,"[45,50)","9.6 (9.4, 9.8)",218595,sex,Urban
Female,age_category5,7.6,7.5,7.8,Grouped,"[50,55)","7.6 (7.5, 7.8)",218595,sex,Urban
Female,age_category5,7.4,7.3,7.6,Grouped,"[55,60)","7.4 (7.3, 7.6)",218595,sex,Urban
Female,age_category5,6.1,5.9,6.2,Grouped,"[60,65)","6.1 (5.9, 6.2)",218595,sex,Urban
Female,age_category5,4.4,4.3,4.6,Grouped,"[65,70)","4.4 (4.3, 4.6)",218595,sex,Urban
Female,age_category5,2.7,2.6,2.8,Grouped,"[70,75)","2.7 (2.6, 2.8)",218595,sex,Urban
Female,age_category5,1.5,1.4,1.5,Grouped,"[75,80)","1.5 (1.4, 1.5)",218595,sex,Urban
Female,age_category5,0.9,0.9,1,Grouped,"[80,85)","0.9 (0.9, 1)",218595,sex,Urban
Female,age_category5,0.5,0.4,0.5,Grouped,"[85,90)","0.5 (0.4, 0.5)",218595,sex,Urban
Female,age_category5,0.2,0.2,0.2,Grouped,"[90,95)","0.2 (0.2, 0.2)",218595,sex,Urban
Female,age_category5,0.1,0.1,0.1,Grouped,"[95,100]","0.1 (0.1, 0.1)",218595,sex,Urban
Male,age_category5,5.1,5,5.3,Grouped,"[15,20)","5.1 (5, 5.3)",198910,sex,Urban
Male,age_category5,11.7,11.5,11.9,Grouped,"[20,25)","11.7 (11.5, 11.9)",198910,sex,Urban
Male,age_category5,11.3,11.1,11.5,Grouped,"[25,30)","11.3 (11.1, 11.5)",198910,sex,Urban
Male,age_category5,10.9,10.7,11.1,Grouped,"[30,35)","10.9 (10.7, 11.1)",198910,sex,Urban
Male,age_category5,10.6,10.3,10.8,Grouped,"[35,40)","10.6 (10.3, 10.8)",198910,sex,Urban
Male,age_category5,9.1,8.9,9.3,Grouped,"[40,45)","9.1 (8.9, 9.3)",198910,sex,Urban
Male,age_category5,9.3,9.1,9.5,Grouped,"[45,50)","9.3 (9.1, 9.5)",198910,sex,Urban
Male,age_category5,7.6,7.4,7.8,Grouped,"[50,55)","7.6 (7.4, 7.8)",198910,sex,Urban
Male,age_category5,6.7,6.6,6.9,Grouped,"[55,60)","6.7 (6.6, 6.9)",198910,sex,Urban
Male,age_category5,6.4,6.3,6.6,Grouped,"[60,65)","6.4 (6.3, 6.6)",198910,sex,Urban
Male,age_category5,4.8,4.7,5,Grouped,"[65,70)","4.8 (4.7, 5)",198910,sex,Urban
Male,age_category5,3.2,3,3.3,Grouped,"[70,75)","3.2 (3, 3.3)",198910,sex,Urban
Male,age_category5,1.7,1.6,1.8,Grouped,"[75,80)","1.7 (1.6, 1.8)",198910,sex,Urban
Male,age_category5,0.9,0.8,1,Grouped,"[80,85)","0.9 (0.8, 1)",198910,sex,Urban
Male,age_category5,0.4,0.4,0.5,Grouped,"[85,90)","0.4 (0.4, 0.5)",198910,sex,Urban
Male,age_category5,0.1,0.1,0.1,Grouped,"[90,95)","0.1 (0.1, 0.1)",198910,sex,Urban
Male,age_category5,0,0,0.1,Grouped,"[95,100]","0 (0, 0.1)",198910,sex,Urban
Female,education,8,7.9,8.2,Grouped,Higher,"8 (7.9, 8.2)",670912,sex,Rural
Female,education,44,43.7,44.3,Grouped,No education,"44 (43.7, 44.3)",670912,sex,Rural
Female,education,14.4,14.3,14.6,Grouped,Primary,"14.4 (14.3, 14.6)",670912,sex,Rural
Female,education,33.5,33.3,33.8,Grouped,Secondary,"33.5 (33.3, 33.8)",670912,sex,Rural
Male,education,13,12.7,13.4,Grouped,Higher,"13 (12.7, 13.4)",602692,sex,Rural
Male,education,21.2,21,21.5,Grouped,No education,"21.2 (21, 21.5)",602692,sex,Rural
Male,education,16.9,16.7,17,Grouped,Primary,"16.9 (16.7, 17)",602692,sex,Rural
Male,education,48.9,48.6,49.2,Grouped,Secondary,"48.9 (48.6, 49.2)",602692,sex,Rural
Female,education,21.8,21.3,22.3,Grouped,Higher,"21.8 (21.3, 22.3)",218595,sex,Urban
Female,education,22.3,21.8,22.8,Grouped,No education,"22.3 (21.8, 22.8)",218595,sex,Urban
Female,education,12.6,12.3,12.8,Grouped,Primary,"12.6 (12.3, 12.8)",218595,sex,Urban
Female,education,43.3,42.9,43.7,Grouped,Secondary,"43.3 (42.9, 43.7)",218595,sex,Urban
Male,education,28.3,27.7,28.9,Grouped,Higher,"28.3 (27.7, 28.9)",198910,sex,Urban
Male,education,9.5,9.2,9.8,Grouped,No education,"9.5 (9.2, 9.8)",198910,sex,Urban
Male,education,11.4,11.1,11.7,Grouped,Primary,"11.4 (11.1, 11.7)",198910,sex,Urban
Male,education,50.8,50.3,51.3,Grouped,Secondary,"50.8 (50.3, 51.3)",198910,sex,Urban
Female,caste,23.3,22.9,23.8,Grouped,General,"23.3 (22.9, 23.8)",670912,sex,Rural
Female,caste,42.2,41.7,42.7,Grouped,OBC,"42.2 (41.7, 42.7)",670912,sex,Rural
Female,caste,22.7,22.3,23.1,Grouped,Schedule Caste,"22.7 (22.3, 23.1)",670912,sex,Rural
Female,caste,11.8,11.4,12.1,Grouped,Schedule Tribe,"11.8 (11.4, 12.1)",670912,sex,Rural
Male,caste,23.6,23,24.1,Grouped,General,"23.6 (23, 24.1)",602692,sex,Rural
Male,caste,41.7,41.2,42.1,Grouped,OBC,"41.7 (41.2, 42.1)",602692,sex,Rural
Male,caste,22.6,22.2,23,Grouped,Schedule Caste,"22.6 (22.2, 23)",602692,sex,Rural
Male,caste,12.2,11.9,12.6,Grouped,Schedule Tribe,"12.2 (11.9, 12.6)",602692,sex,Rural
Female,caste,35.1,34.2,36,Grouped,General,"35.1 (34.2, 36)",218595,sex,Urban
Female,caste,41.8,40.9,42.7,Grouped,OBC,"41.8 (40.9, 42.7)",218595,sex,Urban
Female,caste,19,18.3,19.8,Grouped,Schedule Caste,"19 (18.3, 19.8)",218595,sex,Urban
Female,caste,4.1,3.8,4.4,Grouped,Schedule Tribe,"4.1 (3.8, 4.4)",218595,sex,Urban
Male,caste,35,34.1,35.9,Grouped,General,"35 (34.1, 35.9)",198910,sex,Urban
Male,caste,41.9,41,42.8,Grouped,OBC,"41.9 (41, 42.8)",198910,sex,Urban
Male,caste,18.9,18.2,19.7,Grouped,Schedule Caste,"18.9 (18.2, 19.7)",198910,sex,Urban
Male,caste,4.1,3.8,4.4,Grouped,Schedule Tribe,"4.1 (3.8, 4.4)",198910,sex,Urban
Female,religion,84.2,83.7,84.6,Grouped,Hindu,"84.2 (83.7, 84.6)",670912,sex,Rural
Female,religion,10.6,10.1,11,Grouped,Muslim,"10.6 (10.1, 11)",670912,sex,Rural
Female,religion,5.2,5,5.4,Grouped,Other,"5.2 (5, 5.4)",670912,sex,Rural
Male,religion,84.5,84,84.9,Grouped,Hindu,"84.5 (84, 84.9)",602692,sex,Rural
Male,religion,10.2,9.8,10.7,Grouped,Muslim,"10.2 (9.8, 10.7)",602692,sex,Rural
Male,religion,5.3,5.1,5.5,Grouped,Other,"5.3 (5.1, 5.5)",602692,sex,Rural
Female,religion,78.3,77.3,79.2,Grouped,Hindu,"78.3 (77.3, 79.2)",218595,sex,Urban
Female,religion,15.6,14.7,16.5,Grouped,Muslim,"15.6 (14.7, 16.5)",218595,sex,Urban
Female,religion,6.1,5.8,6.5,Grouped,Other,"6.1 (5.8, 6.5)",218595,sex,Urban
Male,religion,79,78.1,79.9,Grouped,Hindu,"79 (78.1, 79.9)",198910,sex,Urban
Male,religion,15.2,14.3,16.1,Grouped,Muslim,"15.2 (14.3, 16.1)",198910,sex,Urban
Male,religion,5.8,5.4,6.2,Grouped,Other,"5.8 (5.4, 6.2)",198910,sex,Urban
Female,wealthq_ur,18.2,17.9,18.6,Grouped,1,"18.2 (17.9, 18.6)",670912,sex,Rural
Female,wealthq_ur,19.3,19.1,19.5,Grouped,2,"19.3 (19.1, 19.5)",670912,sex,Rural
Female,wealthq_ur,20.3,20.1,20.5,Grouped,3,"20.3 (20.1, 20.5)",670912,sex,Rural
Female,wealthq_ur,20.9,20.6,21.1,Grouped,4,"20.9 (20.6, 21.1)",670912,sex,Rural
Female,wealthq_ur,21.3,20.9,21.7,Grouped,5,"21.3 (20.9, 21.7)",670912,sex,Rural
Male,wealthq_ur,17.3,17,17.6,Grouped,1,"17.3 (17, 17.6)",602692,sex,Rural
Male,wealthq_ur,18.9,18.6,19.2,Grouped,2,"18.9 (18.6, 19.2)",602692,sex,Rural
Male,wealthq_ur,20.4,20.2,20.7,Grouped,3,"20.4 (20.2, 20.7)",602692,sex,Rural
Male,wealthq_ur,21.6,21.3,21.9,Grouped,4,"21.6 (21.3, 21.9)",602692,sex,Rural
Male,wealthq_ur,21.8,21.5,22.2,Grouped,5,"21.8 (21.5, 22.2)",602692,sex,Rural
Female,wealthq_ur,19.4,18.6,20.1,Grouped,1,"19.4 (18.6, 20.1)",218595,sex,Urban
Female,wealthq_ur,20.2,19.7,20.7,Grouped,2,"20.2 (19.7, 20.7)",218595,sex,Urban
Female,wealthq_ur,20.3,19.9,20.8,Grouped,3,"20.3 (19.9, 20.8)",218595,sex,Urban
Female,wealthq_ur,20.3,19.8,20.8,Grouped,4,"20.3 (19.8, 20.8)",218595,sex,Urban
Female,wealthq_ur,19.9,19.2,20.6,Grouped,5,"19.9 (19.2, 20.6)",218595,sex,Urban
Male,wealthq_ur,19.4,18.6,20.1,Grouped,1,"19.4 (18.6, 20.1)",198910,sex,Urban
Male,wealthq_ur,20.2,19.7,20.7,Grouped,2,"20.2 (19.7, 20.7)",198910,sex,Urban
Male,wealthq_ur,20.3,19.9,20.8,Grouped,3,"20.3 (19.9, 20.8)",198910,sex,Urban
Male,wealthq_ur,20.3,19.8,20.8,Grouped,4,"20.3 (19.8, 20.8)",198910,sex,Urban
Male,wealthq_ur,19.7,19,20.5,Grouped,5,"19.7 (19, 20.5)",198910,sex,Urban
Female,bmi_category,18.3,18.1,18.6,Grouped,Underweight,"18.3 (18.1, 18.6)",458265,sex,Rural
Female,bmi_category,60.2,59.9,60.4,Grouped,Normal,"60.2 (59.9, 60.4)",458265,sex,Rural
Female,bmi_category,16.6,16.4,16.8,Grouped,Overweight,"16.6 (16.4, 16.8)",458265,sex,Rural
Female,bmi_category,4.9,4.8,5,Grouped,Obese,"4.9 (4.8, 5)",458265,sex,Rural
Female,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",458265,sex,Rural
Male,bmi_category,13.6,13.1,14,Grouped,Underweight,"13.6 (13.1, 14)",65592,sex,Rural
Male,bmi_category,65.2,64.6,65.8,Grouped,Normal,"65.2 (64.6, 65.8)",65592,sex,Rural
Male,bmi_category,18,17.5,18.5,Grouped,Overweight,"18 (17.5, 18.5)",65592,sex,Rural
Male,bmi_category,3.3,3,3.5,Grouped,Obese,"3.3 (3, 3.5)",65592,sex,Rural
Male,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",65592,sex,Rural
Female,bmi_category,10.7,10.4,10.9,Grouped,Underweight,"10.7 (10.4, 10.9)",151238,sex,Urban
Female,bmi_category,54,53.4,54.5,Grouped,Normal,"54 (53.4, 54.5)",151238,sex,Urban
Female,bmi_category,24.3,23.9,24.7,Grouped,Overweight,"24.3 (23.9, 24.7)",151238,sex,Urban
Female,bmi_category,11.1,10.8,11.4,Grouped,Obese,"11.1 (10.8, 11.4)",151238,sex,Urban
Female,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",151238,sex,Urban
Male,bmi_category,8.9,8.3,9.6,Grouped,Underweight,"8.9 (8.3, 9.6)",22556,sex,Urban
Male,bmi_category,58,56.7,59.4,Grouped,Normal,"58 (56.7, 59.4)",22556,sex,Urban
Male,bmi_category,26.5,25.4,27.7,Grouped,Overweight,"26.5 (25.4, 27.7)",22556,sex,Urban
Male,bmi_category,6.5,6,7.1,Grouped,Obese,"6.5 (6, 7.1)",22556,sex,Urban
Male,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",22556,sex,Urban
Female,bp_group,41,40.8,41.2,Grouped,<120/80,"41 (40.8, 41.2)",670912,sex,Rural
Female,bp_group,39.2,39,39.4,Grouped,<140/90,"39.2 (39, 39.4)",670912,sex,Rural
Female,bp_group,14,13.8,14.1,Grouped,<160/100,"14 (13.8, 14.1)",670912,sex,Rural
Female,bp_group,5.8,5.7,5.9,Grouped,>=160/100,"5.8 (5.7, 5.9)",670912,sex,Rural
Male,bp_group,28.5,28.3,28.8,Grouped,<120/80,"28.5 (28.3, 28.8)",602692,sex,Rural
Male,bp_group,48.3,48.1,48.5,Grouped,<140/90,"48.3 (48.1, 48.5)",602692,sex,Rural
Male,bp_group,17,16.8,17.2,Grouped,<160/100,"17 (16.8, 17.2)",602692,sex,Rural
Male,bp_group,6.1,6,6.2,Grouped,>=160/100,"6.1 (6, 6.2)",602692,sex,Rural
Female,bp_group,38.3,37.9,38.7,Grouped,<120/80,"38.3 (37.9, 38.7)",218595,sex,Urban
Female,bp_group,40.6,40.2,41,Grouped,<140/90,"40.6 (40.2, 41)",218595,sex,Urban
Female,bp_group,15.4,15.1,15.7,Grouped,<160/100,"15.4 (15.1, 15.7)",218595,sex,Urban
Female,bp_group,5.7,5.6,5.9,Grouped,>=160/100,"5.7 (5.6, 5.9)",218595,sex,Urban
Male,bp_group,24.7,24.3,25.1,Grouped,<120/80,"24.7 (24.3, 25.1)",198910,sex,Urban
Male,bp_group,49.5,49,49.9,Grouped,<140/90,"49.5 (49, 49.9)",198910,sex,Urban
Male,bp_group,19.2,18.8,19.5,Grouped,<160/100,"19.2 (18.8, 19.5)",198910,sex,Urban
Male,bp_group,6.6,6.4,6.8,Grouped,>=160/100,"6.6 (6.4, 6.8)",198910,sex,Urban
