state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
9,htn_undiagnosed,81.4,80.4,82.4,Proportion,"81.4 (80.4, 82.4)",27395,caste,General,Total,Uttar Pradesh,Central
9,htn_unscreened,35.9,35,36.9,Proportion,"35.9 (35, 36.9)",61980,caste,OBC,Total,Uttar Pradesh,Central
9,htn_undiagnosed,84.1,83.3,84.9,Proportion,"84.1 (83.3, 84.9)",61980,caste,OBC,Total,Uttar Pradesh,Central
9,htn_unscreened,39.1,37.9,40.3,Proportion,"39.1 (37.9, 40.3)",29014,caste,Schedule Caste,Total,Uttar Pradesh,Central
9,htn_undiagnosed,85.6,84.6,86.6,Proportion,"85.6 (84.6, 86.6)",29014,caste,Schedule Caste,Total,Uttar Pradesh,Central
9,htn_unscreened,40.7,37,44.4,Proportion,"40.7 (37, 44.4)",2133,caste,Schedule Tribe,Total,Uttar Pradesh,Central
9,htn_undiagnosed,82.3,79.2,85.5,Proportion,"82.3 (79.2, 85.5)",2133,caste,Schedule Tribe,Total,Uttar Pradesh,Central
10,htn_unscreened,27.5,25.8,29.1,Proportion,"27.5 (25.8, 29.1)",9095,caste,General,Total,Bihar,East
10,htn_undiagnosed,68.4,66,70.8,Proportion,"68.4 (66, 70.8)",9095,caste,General,Total,Bihar,East
10,htn_unscreened,33.3,32.1,34.4,Proportion,"33.3 (32.1, 34.4)",24789,caste,OBC,Total,Bihar,East
10,htn_undiagnosed,75.6,74.1,77.1,Proportion,"75.6 (74.1, 77.1)",24789,caste,OBC,Total,Bihar,East
10,htn_unscreened,38.6,37,40.3,Proportion,"38.6 (37, 40.3)",10543,caste,Schedule Caste,Total,Bihar,East
10,htn_undiagnosed,79.7,78,81.3,Proportion,"79.7 (78, 81.3)",10543,caste,Schedule Caste,Total,Bihar,East
10,htn_unscreened,40.7,37,44.4,Proportion,"40.7 (37, 44.4)",1512,caste,Schedule Tribe,Total,Bihar,East
10,htn_undiagnosed,78.3,74.6,81.9,Proportion,"78.3 (74.6, 81.9)",1512,caste,Schedule Tribe,Total,Bihar,East
11,htn_unscreened,23.2,17.7,28.7,Proportion,"23.2 (17.7, 28.7)",487,caste,General,Total,Sikkim,North East
11,htn_undiagnosed,79.5,72.9,86,Proportion,"79.5 (72.9, 86)",487,caste,General,Total,Sikkim,North East
11,htn_unscreened,22,18.6,25.5,Proportion,"22 (18.6, 25.5)",2431,caste,OBC,Total,Sikkim,North East
11,htn_undiagnosed,78,75.1,80.8,Proportion,"78 (75.1, 80.8)",2431,caste,OBC,Total,Sikkim,North East
11,htn_unscreened,27.9,20.4,35.3,Proportion,"27.9 (20.4, 35.3)",326,caste,Schedule Caste,Total,Sikkim,North East
11,htn_undiagnosed,74,67.3,80.8,Proportion,"74 (67.3, 80.8)",326,caste,Schedule Caste,Total,Sikkim,North East
11,htn_unscreened,25.1,21.7,28.5,Proportion,"25.1 (21.7, 28.5)",2924,caste,Schedule Tribe,Total,Sikkim,North East
11,htn_undiagnosed,81,78,84.1,Proportion,"81 (78, 84.1)",2924,caste,Schedule Tribe,Total,Sikkim,North East
12,htn_unscreened,28.1,23.8,32.3,Proportion,"28.1 (23.8, 32.3)",2923,caste,General,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,86.1,83.7,88.4,Proportion,"86.1 (83.7, 88.4)",2923,caste,General,Total,Arunachal Pradesh,North East
12,htn_unscreened,28.7,22.3,35,Proportion,"28.7 (22.3, 35)",1256,caste,OBC,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,88.4,84.9,92,Proportion,"88.4 (84.9, 92)",1256,caste,OBC,Total,Arunachal Pradesh,North East
12,htn_unscreened,33.3,28.9,37.7,Proportion,"33.3 (28.9, 37.7)",2097,caste,Schedule Caste,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,81.2,78.2,84.2,Proportion,"81.2 (78.2, 84.2)",2097,caste,Schedule Caste,Total,Arunachal Pradesh,North East
12,htn_unscreened,38,35.9,40.1,Proportion,"38 (35.9, 40.1)",27240,caste,Schedule Tribe,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,85,83.7,86.3,Proportion,"85 (83.7, 86.3)",27240,caste,Schedule Tribe,Total,Arunachal Pradesh,North East
13,htn_unscreened,35.1,24.5,45.8,Proportion,"35.1 (24.5, 45.8)",232,caste,General,Total,Nagaland,North East
13,htn_undiagnosed,76.1,68.4,83.9,Proportion,"76.1 (68.4, 83.9)",232,caste,General,Total,Nagaland,North East
13,htn_unscreened,21.1,5.6,36.6,Proportion,"21.1 (5.6, 36.6)",63,caste,OBC,Total,Nagaland,North East
13,htn_undiagnosed,84,70.5,97.6,Proportion,"84 (70.5, 97.6)",63,caste,OBC,Total,Nagaland,North East
13,htn_unscreened,21.2,15.3,27.1,Proportion,"21.2 (15.3, 27.1)",285,caste,Schedule Caste,Total,Nagaland,North East
13,htn_undiagnosed,73,64.8,81.3,Proportion,"73 (64.8, 81.3)",285,caste,Schedule Caste,Total,Nagaland,North East
13,htn_unscreened,41.7,39,44.4,Proportion,"41.7 (39, 44.4)",15069,caste,Schedule Tribe,Total,Nagaland,North East
13,htn_undiagnosed,83.4,81.8,84.9,Proportion,"83.4 (81.8, 84.9)",15069,caste,Schedule Tribe,Total,Nagaland,North East
14,htn_unscreened,12.7,11.3,14,Proportion,"12.7 (11.3, 14)",4295,caste,General,Total,Manipur,North East
14,htn_undiagnosed,77.8,76.3,79.4,Proportion,"77.8 (76.3, 79.4)",4295,caste,General,Total,Manipur,North East
14,htn_unscreened,15.4,13,17.9,Proportion,"15.4 (13, 17.9)",1753,caste,OBC,Total,Manipur,North East
14,htn_undiagnosed,80.6,78.3,82.9,Proportion,"80.6 (78.3, 82.9)",1753,caste,OBC,Total,Manipur,North East
14,htn_unscreened,14.4,9.6,19.3,Proportion,"14.4 (9.6, 19.3)",847,caste,Schedule Caste,Total,Manipur,North East
14,htn_undiagnosed,80,75.9,84.1,Proportion,"80 (75.9, 84.1)",847,caste,Schedule Caste,Total,Manipur,North East
14,htn_unscreened,19.1,16.9,21.4,Proportion,"19.1 (16.9, 21.4)",6698,caste,Schedule Tribe,Total,Manipur,North East
14,htn_undiagnosed,84.3,82.7,85.8,Proportion,"84.3 (82.7, 85.8)",6698,caste,Schedule Tribe,Total,Manipur,North East
15,htn_unscreened,24.6,4,45.2,Proportion,"24.6 (4, 45.2)",120,caste,General,Total,Mizoram,North East
15,htn_undiagnosed,86.8,77.7,96,Proportion,"86.8 (77.7, 96)",120,caste,General,Total,Mizoram,North East
15,htn_unscreened,46.6,29,64.3,Proportion,"46.6 (29, 64.3)",116,caste,OBC,Total,Mizoram,North East
15,htn_undiagnosed,95.3,91.1,99.6,Proportion,"95.3 (91.1, 99.6)",116,caste,OBC,Total,Mizoram,North East
15,htn_unscreened,47.5,34.6,60.4,Proportion,"47.5 (34.6, 60.4)",269,caste,Schedule Caste,Total,Mizoram,North East
15,htn_undiagnosed,89.9,86.1,93.7,Proportion,"89.9 (86.1, 93.7)",269,caste,Schedule Caste,Total,Mizoram,North East
15,htn_unscreened,16.7,14.8,18.6,Proportion,"16.7 (14.8, 18.6)",9838,caste,Schedule Tribe,Total,Mizoram,North East
15,htn_undiagnosed,80,78.2,81.9,Proportion,"80 (78.2, 81.9)",9838,caste,Schedule Tribe,Total,Mizoram,North East
16,htn_unscreened,18,15.8,20.2,Proportion,"18 (15.8, 20.2)",2792,caste,General,Total,Tripura,North East
16,htn_undiagnosed,71.5,68.3,74.7,Proportion,"71.5 (68.3, 74.7)",2792,caste,General,Total,Tripura,North East
16,htn_unscreened,19.8,16.5,23.1,Proportion,"19.8 (16.5, 23.1)",1763,caste,OBC,Total,Tripura,North East
16,htn_undiagnosed,73.6,70.6,76.6,Proportion,"73.6 (70.6, 76.6)",1763,caste,OBC,Total,Tripura,North East
16,htn_unscreened,19.1,16.7,21.6,Proportion,"19.1 (16.7, 21.6)",2226,caste,Schedule Caste,Total,Tripura,North East
16,htn_undiagnosed,76.6,74.4,78.8,Proportion,"76.6 (74.4, 78.8)",2226,caste,Schedule Caste,Total,Tripura,North East
16,htn_unscreened,43.6,38.7,48.5,Proportion,"43.6 (38.7, 48.5)",2728,caste,Schedule Tribe,Total,Tripura,North East
16,htn_undiagnosed,87.4,84.8,90.1,Proportion,"87.4 (84.8, 90.1)",2728,caste,Schedule Tribe,Total,Tripura,North East
17,htn_unscreened,43.4,31.9,55,Proportion,"43.4 (31.9, 55)",802,caste,General,Total,Meghalaya,North East
17,htn_undiagnosed,91.3,88.7,93.9,Proportion,"91.3 (88.7, 93.9)",802,caste,General,Total,Meghalaya,North East
17,htn_unscreened,28.5,10.9,46,Proportion,"28.5 (10.9, 46)",90,caste,OBC,Total,Meghalaya,North East
17,htn_undiagnosed,78.3,59.8,96.8,Proportion,"78.3 (59.8, 96.8)",90,caste,OBC,Total,Meghalaya,North East
17,htn_unscreened,32.4,20.4,44.4,Proportion,"32.4 (20.4, 44.4)",229,caste,Schedule Caste,Total,Meghalaya,North East
17,htn_undiagnosed,82.3,74.5,90.1,Proportion,"82.3 (74.5, 90.1)",229,caste,Schedule Caste,Total,Meghalaya,North East
17,htn_unscreened,44.8,41.6,48,Proportion,"44.8 (41.6, 48)",13810,caste,Schedule Tribe,Total,Meghalaya,North East
17,htn_undiagnosed,86.6,85.1,88.1,Proportion,"86.6 (85.1, 88.1)",13810,caste,Schedule Tribe,Total,Meghalaya,North East
18,htn_unscreened,30.8,29.1,32.5,Proportion,"30.8 (29.1, 32.5)",18234,caste,General,Total,Assam,North East
18,htn_undiagnosed,80.9,79.8,82.1,Proportion,"80.9 (79.8, 82.1)",18234,caste,General,Total,Assam,North East
18,htn_unscreened,26.6,24.8,28.5,Proportion,"26.6 (24.8, 28.5)",12585,caste,OBC,Total,Assam,North East
18,htn_undiagnosed,81.8,80.6,83,Proportion,"81.8 (80.6, 83)",12585,caste,OBC,Total,Assam,North East
18,htn_unscreened,30.4,28,32.9,Proportion,"30.4 (28, 32.9)",5723,caste,Schedule Caste,Total,Assam,North East
18,htn_undiagnosed,81.2,79.5,83,Proportion,"81.2 (79.5, 83)",5723,caste,Schedule Caste,Total,Assam,North East
18,htn_unscreened,30.3,27.7,32.8,Proportion,"30.3 (27.7, 32.8)",9281,caste,Schedule Tribe,Total,Assam,North East
18,htn_undiagnosed,84.9,83.5,86.3,Proportion,"84.9 (83.5, 86.3)",9281,caste,Schedule Tribe,Total,Assam,North East
19,htn_unscreened,30.5,28.6,32.5,Proportion,"30.5 (28.6, 32.5)",14777,caste,General,Total,West Bengal,East
19,htn_undiagnosed,83.5,82.5,84.5,Proportion,"83.5 (82.5, 84.5)",14777,caste,General,Total,West Bengal,East
19,htn_unscreened,35.2,32.2,38.2,Proportion,"35.2 (32.2, 38.2)",3618,caste,OBC,Total,West Bengal,East
19,htn_undiagnosed,84.9,83.2,86.6,Proportion,"84.9 (83.2, 86.6)",3618,caste,OBC,Total,West Bengal,East
19,htn_unscreened,37.2,34.6,39.8,Proportion,"37.2 (34.6, 39.8)",7825,caste,Schedule Caste,Total,West Bengal,East
19,htn_undiagnosed,87,85.9,88.1,Proportion,"87 (85.9, 88.1)",7825,caste,Schedule Caste,Total,West Bengal,East
19,htn_unscreened,45.4,40.7,50.1,Proportion,"45.4 (40.7, 50.1)",2045,caste,Schedule Tribe,Total,West Bengal,East
19,htn_undiagnosed,88.8,87,90.7,Proportion,"88.8 (87, 90.7)",2045,caste,Schedule Tribe,Total,West Bengal,East
20,htn_unscreened,30.1,27.3,33,Proportion,"30.1 (27.3, 33)",4146,caste,General,Total,Jharkhand,East
20,htn_undiagnosed,76.5,73.9,79.1,Proportion,"76.5 (73.9, 79.1)",4146,caste,General,Total,Jharkhand,East
20,htn_unscreened,37.1,35.3,38.9,Proportion,"37.1 (35.3, 38.9)",14347,caste,OBC,Total,Jharkhand,East
20,htn_undiagnosed,83.2,81.6,84.7,Proportion,"83.2 (81.6, 84.7)",14347,caste,OBC,Total,Jharkhand,East
20,htn_unscreened,42.3,39.8,44.8,Proportion,"42.3 (39.8, 44.8)",5526,caste,Schedule Caste,Total,Jharkhand,East
20,htn_undiagnosed,86,84.2,87.9,Proportion,"86 (84.2, 87.9)",5526,caste,Schedule Caste,Total,Jharkhand,East
20,htn_unscreened,53.7,51.3,56.1,Proportion,"53.7 (51.3, 56.1)",12025,caste,Schedule Tribe,Total,Jharkhand,East
20,htn_undiagnosed,90.4,88.6,92.2,Proportion,"90.4 (88.6, 92.2)",12025,caste,Schedule Tribe,Total,Jharkhand,East
21,htn_unscreened,36.7,34.7,38.7,Proportion,"36.7 (34.7, 38.7)",7667,caste,General,Total,Odisha,East
21,htn_undiagnosed,76.1,74.1,78.1,Proportion,"76.1 (74.1, 78.1)",7667,caste,General,Total,Odisha,East
21,htn_unscreened,45.7,44.2,47.1,Proportion,"45.7 (44.2, 47.1)",14849,caste,OBC,Total,Odisha,East
21,htn_undiagnosed,84.1,83.2,85.1,Proportion,"84.1 (83.2, 85.1)",14849,caste,OBC,Total,Odisha,East
21,htn_unscreened,49.8,47.9,51.7,Proportion,"49.8 (47.9, 51.7)",8112,caste,Schedule Caste,Total,Odisha,East
21,htn_undiagnosed,86.4,85.2,87.6,Proportion,"86.4 (85.2, 87.6)",8112,caste,Schedule Caste,Total,Odisha,East
21,htn_unscreened,61.1,59,63.2,Proportion,"61.1 (59, 63.2)",11558,caste,Schedule Tribe,Total,Odisha,East
21,htn_undiagnosed,92.1,91.3,93,Proportion,"92.1 (91.3, 93)",11558,caste,Schedule Tribe,Total,Odisha,East
22,htn_unscreened,28.3,24.8,31.8,Proportion,"28.3 (24.8, 31.8)",3274,caste,General,Total,Chhattisgarh,Central
22,htn_undiagnosed,82.8,80.4,85.1,Proportion,"82.8 (80.4, 85.1)",3274,caste,General,Total,Chhattisgarh,Central
22,htn_unscreened,35.1,33.1,37.2,Proportion,"35.1 (33.1, 37.2)",16793,caste,OBC,Total,Chhattisgarh,Central
22,htn_undiagnosed,89.2,88.2,90.2,Proportion,"89.2 (88.2, 90.2)",16793,caste,OBC,Total,Chhattisgarh,Central
22,htn_unscreened,39.2,36.7,41.7,Proportion,"39.2 (36.7, 41.7)",6243,caste,Schedule Caste,Total,Chhattisgarh,Central
22,htn_undiagnosed,88.6,87.2,90.1,Proportion,"88.6 (87.2, 90.1)",6243,caste,Schedule Caste,Total,Chhattisgarh,Central
22,htn_unscreened,51.5,49.1,53.8,Proportion,"51.5 (49.1, 53.8)",15868,caste,Schedule Tribe,Total,Chhattisgarh,Central
22,htn_undiagnosed,93.2,92.3,94,Proportion,"93.2 (92.3, 94)",15868,caste,Schedule Tribe,Total,Chhattisgarh,Central
23,htn_unscreened,37.1,35.3,38.8,Proportion,"37.1 (35.3, 38.8)",12202,caste,General,Total,Madhya Pradesh,Central
23,htn_undiagnosed,85,83.8,86.1,Proportion,"85 (83.8, 86.1)",12202,caste,General,Total,Madhya Pradesh,Central
23,htn_unscreened,44.1,42.7,45.4,Proportion,"44.1 (42.7, 45.4)",28791,caste,OBC,Total,Madhya Pradesh,Central
23,htn_undiagnosed,88.9,88.1,89.6,Proportion,"88.9 (88.1, 89.6)",28791,caste,OBC,Total,Madhya Pradesh,Central
23,htn_unscreened,46.8,45.1,48.6,Proportion,"46.8 (45.1, 48.6)",10807,caste,Schedule Caste,Total,Madhya Pradesh,Central
23,htn_undiagnosed,90.1,89.3,91,Proportion,"90.1 (89.3, 91)",10807,caste,Schedule Caste,Total,Madhya Pradesh,Central
23,htn_unscreened,58.7,56.7,60.7,Proportion,"58.7 (56.7, 60.7)",16134,caste,Schedule Tribe,Total,Madhya Pradesh,Central
23,htn_undiagnosed,95,94.3,95.6,Proportion,"95 (94.3, 95.6)",16134,caste,Schedule Tribe,Total,Madhya Pradesh,Central
24,htn_unscreened,32,29.8,34.2,Proportion,"32 (29.8, 34.2)",11086,caste,General,Total,Gujarat,West
24,htn_undiagnosed,82.9,81.8,84.1,Proportion,"82.9 (81.8, 84.1)",11086,caste,General,Total,Gujarat,West
24,htn_unscreened,42.7,40.7,44.8,Proportion,"42.7 (40.7, 44.8)",20502,caste,OBC,Total,Gujarat,West
24,htn_undiagnosed,88,87.2,88.7,Proportion,"88 (87.2, 88.7)",20502,caste,OBC,Total,Gujarat,West
24,htn_unscreened,43.7,40.9,46.5,Proportion,"43.7 (40.9, 46.5)",5758,caste,Schedule Caste,Total,Gujarat,West
24,htn_undiagnosed,89.2,88,90.4,Proportion,"89.2 (88, 90.4)",5758,caste,Schedule Caste,Total,Gujarat,West
24,htn_unscreened,50.6,46.9,54.3,Proportion,"50.6 (46.9, 54.3)",10686,caste,Schedule Tribe,Total,Gujarat,West
24,htn_undiagnosed,94.1,93.3,95,Proportion,"94.1 (93.3, 95)",10686,caste,Schedule Tribe,Total,Gujarat,West
25,htn_unscreened,29.7,22.8,36.5,Proportion,"29.7 (22.8, 36.5)",771,caste,General,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,84,80.7,87.3,Proportion,"84 (80.7, 87.3)",771,caste,General,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,26,20.8,31.2,Proportion,"26 (20.8, 31.2)",1663,caste,OBC,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,84.8,81.5,88,Proportion,"84.8 (81.5, 88)",1663,caste,OBC,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,39.3,29.8,48.8,Proportion,"39.3 (29.8, 48.8)",427,caste,Schedule Caste,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,92.2,88.2,96.1,Proportion,"92.2 (88.2, 96.1)",427,caste,Schedule Caste,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,34.1,27.2,41,Proportion,"34.1 (27.2, 41)",946,caste,Schedule Tribe,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,93,90.8,95.2,Proportion,"93 (90.8, 95.2)",946,caste,Schedule Tribe,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,33.7,31.8,35.6,Proportion,"33.7 (31.8, 35.6)",19816,caste,General,Total,Maharashtra,West
27,htn_undiagnosed,86.4,85.7,87.2,Proportion,"86.4 (85.7, 87.2)",19816,caste,General,Total,Maharashtra,West
27,htn_unscreened,34.1,32.1,36,Proportion,"34.1 (32.1, 36)",16564,caste,OBC,Total,Maharashtra,West
27,htn_undiagnosed,87.2,86.5,87.9,Proportion,"87.2 (86.5, 87.9)",16564,caste,OBC,Total,Maharashtra,West
27,htn_unscreened,36.2,33.5,38.9,Proportion,"36.2 (33.5, 38.9)",9147,caste,Schedule Caste,Total,Maharashtra,West
27,htn_undiagnosed,87.6,86.4,88.7,Proportion,"87.6 (86.4, 88.7)",9147,caste,Schedule Caste,Total,Maharashtra,West
27,htn_unscreened,48.7,45.8,51.5,Proportion,"48.7 (45.8, 51.5)",6891,caste,Schedule Tribe,Total,Maharashtra,West
27,htn_undiagnosed,91.7,90.5,92.8,Proportion,"91.7 (90.5, 92.8)",6891,caste,Schedule Tribe,Total,Maharashtra,West
28,htn_unscreened,19.5,17.5,21.6,Proportion,"19.5 (17.5, 21.6)",3702,caste,General,Total,Andhra Pradesh,South
28,htn_undiagnosed,76.6,74.7,78.4,Proportion,"76.6 (74.7, 78.4)",3702,caste,General,Total,Andhra Pradesh,South
28,htn_unscreened,24.3,22.5,26.2,Proportion,"24.3 (22.5, 26.2)",8373,caste,OBC,Total,Andhra Pradesh,South
28,htn_undiagnosed,81.6,80.3,82.8,Proportion,"81.6 (80.3, 82.8)",8373,caste,OBC,Total,Andhra Pradesh,South
28,htn_unscreened,27.1,24.3,29.8,Proportion,"27.1 (24.3, 29.8)",3267,caste,Schedule Caste,Total,Andhra Pradesh,South
28,htn_undiagnosed,84.7,83.2,86.3,Proportion,"84.7 (83.2, 86.3)",3267,caste,Schedule Caste,Total,Andhra Pradesh,South
28,htn_unscreened,34.8,27.4,42.2,Proportion,"34.8 (27.4, 42.2)",585,caste,Schedule Tribe,Total,Andhra Pradesh,South
28,htn_undiagnosed,86.7,84.4,89,Proportion,"86.7 (84.4, 89)",585,caste,Schedule Tribe,Total,Andhra Pradesh,South
29,htn_unscreened,29.5,26.2,32.8,Proportion,"29.5 (26.2, 32.8)",5654,caste,General,Total,Karnataka,South
29,htn_undiagnosed,81.7,79.2,84.1,Proportion,"81.7 (79.2, 84.1)",5654,caste,General,Total,Karnataka,South
29,htn_unscreened,34.3,32.1,36.6,Proportion,"34.3 (32.1, 36.6)",24855,caste,OBC,Total,Karnataka,South
29,htn_undiagnosed,83.9,82.8,84.9,Proportion,"83.9 (82.8, 84.9)",24855,caste,OBC,Total,Karnataka,South
29,htn_unscreened,39.6,36.8,42.4,Proportion,"39.6 (36.8, 42.4)",8700,caste,Schedule Caste,Total,Karnataka,South
29,htn_undiagnosed,88.2,87,89.3,Proportion,"88.2 (87, 89.3)",8700,caste,Schedule Caste,Total,Karnataka,South
29,htn_unscreened,44.8,40.2,49.4,Proportion,"44.8 (40.2, 49.4)",4935,caste,Schedule Tribe,Total,Karnataka,South
29,htn_undiagnosed,87.4,85.6,89.2,Proportion,"87.4 (85.6, 89.2)",4935,caste,Schedule Tribe,Total,Karnataka,South
30,htn_unscreened,12,8.5,15.5,Proportion,"12 (8.5, 15.5)",1861,caste,General,Total,Goa,West
30,htn_undiagnosed,75.1,72.6,77.6,Proportion,"75.1 (72.6, 77.6)",1861,caste,General,Total,Goa,West
30,htn_unscreened,10.7,6.1,15.2,Proportion,"10.7 (6.1, 15.2)",599,caste,OBC,Total,Goa,West
30,htn_undiagnosed,77.2,73.6,80.8,Proportion,"77.2 (73.6, 80.8)",599,caste,OBC,Total,Goa,West
30,htn_unscreened,11,5.9,16.1,Proportion,"11 (5.9, 16.1)",157,caste,Schedule Caste,Total,Goa,West
30,htn_undiagnosed,83.6,78.6,88.6,Proportion,"83.6 (78.6, 88.6)",157,caste,Schedule Caste,Total,Goa,West
30,htn_unscreened,14.4,8.5,20.4,Proportion,"14.4 (8.5, 20.4)",304,caste,Schedule Tribe,Total,Goa,West
30,htn_undiagnosed,88.4,85.4,91.3,Proportion,"88.4 (85.4, 91.3)",304,caste,Schedule Tribe,Total,Goa,West
31,htn_unscreened,1.3,-0.3,3,Proportion,"1.3 (-0.3, 3)",220,caste,General,Total,Lakshadweep,South
31,htn_undiagnosed,90.4,86.6,94.2,Proportion,"90.4 (86.6, 94.2)",220,caste,General,Total,Lakshadweep,South
31,htn_unscreened,2,-0.7,4.7,Proportion,"2 (-0.7, 4.7)",120,caste,OBC,Total,Lakshadweep,South
31,htn_undiagnosed,83.3,76.1,90.6,Proportion,"83.3 (76.1, 90.6)",120,caste,OBC,Total,Lakshadweep,South
31,htn_unscreened,0,0,0,Proportion,"0 (0, 0)",59,caste,Schedule Caste,Total,Lakshadweep,South
31,htn_undiagnosed,84.6,76.7,92.6,Proportion,"84.6 (76.7, 92.6)",59,caste,Schedule Caste,Total,Lakshadweep,South
31,htn_unscreened,6,4.1,7.9,Proportion,"6 (4.1, 7.9)",1504,caste,Schedule Tribe,Total,Lakshadweep,South
31,htn_undiagnosed,83.8,81.1,86.4,Proportion,"83.8 (81.1, 86.4)",1504,caste,Schedule Tribe,Total,Lakshadweep,South
32,htn_unscreened,10.7,9.5,11.9,Proportion,"10.7 (9.5, 11.9)",7536,caste,General,Total,Kerala,South
32,htn_undiagnosed,73.6,72.3,75,Proportion,"73.6 (72.3, 75)",7536,caste,General,Total,Kerala,South
32,htn_unscreened,10.4,9.3,11.5,Proportion,"10.4 (9.3, 11.5)",9447,caste,OBC,Total,Kerala,South
32,htn_undiagnosed,78.6,77.5,79.8,Proportion,"78.6 (77.5, 79.8)",9447,caste,OBC,Total,Kerala,South
32,htn_unscreened,15,12.4,17.6,Proportion,"15 (12.4, 17.6)",2260,caste,Schedule Caste,Total,Kerala,South
32,htn_undiagnosed,79.2,77.2,81.2,Proportion,"79.2 (77.2, 81.2)",2260,caste,Schedule Caste,Total,Kerala,South
32,htn_unscreened,15.7,10.2,21.2,Proportion,"15.7 (10.2, 21.2)",621,caste,Schedule Tribe,Total,Kerala,South
32,htn_undiagnosed,81.2,77.1,85.3,Proportion,"81.2 (77.1, 85.3)",621,caste,Schedule Tribe,Total,Kerala,South
33,htn_unscreened,15.8,12.3,19.3,Proportion,"15.8 (12.3, 19.3)",917,caste,General,Total,Tamil Nadu,South
33,htn_undiagnosed,78.6,74.7,82.5,Proportion,"78.6 (74.7, 82.5)",917,caste,General,Total,Tamil Nadu,South
33,htn_unscreened,16.4,15.4,17.5,Proportion,"16.4 (15.4, 17.5)",29158,caste,OBC,Total,Tamil Nadu,South
33,htn_undiagnosed,79.5,77.9,81,Proportion,"79.5 (77.9, 81)",29158,caste,OBC,Total,Tamil Nadu,South
33,htn_unscreened,20.5,18.7,22.3,Proportion,"20.5 (18.7, 22.3)",10676,caste,Schedule Caste,Total,Tamil Nadu,South
33,htn_undiagnosed,82.7,81,84.4,Proportion,"82.7 (81, 84.4)",10676,caste,Schedule Caste,Total,Tamil Nadu,South
33,htn_unscreened,15.9,10.4,21.3,Proportion,"15.9 (10.4, 21.3)",669,caste,Schedule Tribe,Total,Tamil Nadu,South
33,htn_undiagnosed,88.1,83,93.1,Proportion,"88.1 (83, 93.1)",669,caste,Schedule Tribe,Total,Tamil Nadu,South
34,htn_unscreened,7.7,0.7,14.8,Proportion,"7.7 (0.7, 14.8)",720,caste,General,Total,Puducherry,South
34,htn_undiagnosed,70.2,59.6,80.8,Proportion,"70.2 (59.6, 80.8)",720,caste,General,Total,Puducherry,South
34,htn_unscreened,16.9,12.5,21.3,Proportion,"16.9 (12.5, 21.3)",4414,caste,OBC,Total,Puducherry,South
34,htn_undiagnosed,80.4,77.3,83.5,Proportion,"80.4 (77.3, 83.5)",4414,caste,OBC,Total,Puducherry,South
34,htn_unscreened,28,21.6,34.3,Proportion,"28 (21.6, 34.3)",870,caste,Schedule Caste,Total,Puducherry,South
34,htn_undiagnosed,82.5,76.9,88.1,Proportion,"82.5 (76.9, 88.1)",870,caste,Schedule Caste,Total,Puducherry,South
34,htn_unscreened,5.7,-5.3,16.7,Proportion,"5.7 (-5.3, 16.7)",16,caste,Schedule Tribe,Total,Puducherry,South
34,htn_undiagnosed,75.5,35.2,115.8,Proportion,"75.5 (35.2, 115.8)",16,caste,Schedule Tribe,Total,Puducherry,South
35,htn_unscreened,12.6,10.5,14.8,Proportion,"12.6 (10.5, 14.8)",2386,caste,General,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,80.8,78.6,83.1,Proportion,"80.8 (78.6, 83.1)",2386,caste,General,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,6.8,4.1,9.6,Proportion,"6.8 (4.1, 9.6)",666,caste,OBC,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,80.6,77.5,83.7,Proportion,"80.6 (77.5, 83.7)",666,caste,OBC,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,17.1,2.8,31.4,Proportion,"17.1 (2.8, 31.4)",29,caste,Schedule Caste,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,71.2,53.3,89.1,Proportion,"71.2 (53.3, 89.1)",29,caste,Schedule Caste,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,26.4,20,32.8,Proportion,"26.4 (20, 32.8)",1393,caste,Schedule Tribe,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,85,81.9,88,Proportion,"85 (81.9, 88)",1393,caste,Schedule Tribe,Total,Andaman & Nicobar Islands,South
