state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
19,htn_unscreened,44.5,39.8,49.3,Proportion,"44.5 (39.8, 49.3)",2045,caste,Schedule Tribe,Total,West Bengal,East
19,htn_undiagnosed,87.8,85.8,89.8,Proportion,"87.8 (85.8, 89.8)",2045,caste,Schedule Tribe,Total,West Bengal,East
20,htn_unscreened,29.1,26.2,32,Proportion,"29.1 (26.2, 32)",4146,caste,General,Total,Jharkhand,East
20,htn_undiagnosed,75.5,72.9,78.2,Proportion,"75.5 (72.9, 78.2)",4146,caste,General,Total,Jharkhand,East
20,htn_unscreened,36.4,34.5,38.2,Proportion,"36.4 (34.5, 38.2)",14347,caste,OBC,Total,Jharkhand,East
20,htn_undiagnosed,82.6,81.1,84.1,Proportion,"82.6 (81.1, 84.1)",14347,caste,OBC,Total,Jharkhand,East
20,htn_unscreened,41.8,39.1,44.4,Proportion,"41.8 (39.1, 44.4)",5526,caste,Schedule Caste,Total,Jharkhand,East
20,htn_undiagnosed,85.7,83.9,87.5,Proportion,"85.7 (83.9, 87.5)",5526,caste,Schedule Caste,Total,Jharkhand,East
20,htn_unscreened,53.2,50.9,55.6,Proportion,"53.2 (50.9, 55.6)",12025,caste,Schedule Tribe,Total,Jharkhand,East
20,htn_undiagnosed,90.2,88.5,91.9,Proportion,"90.2 (88.5, 91.9)",12025,caste,Schedule Tribe,Total,Jharkhand,East
21,htn_unscreened,34.8,32.7,36.8,Proportion,"34.8 (32.7, 36.8)",7667,caste,General,Total,Odisha,East
21,htn_undiagnosed,73.8,71.7,75.8,Proportion,"73.8 (71.7, 75.8)",7667,caste,General,Total,Odisha,East
21,htn_unscreened,44.5,43,45.9,Proportion,"44.5 (43, 45.9)",14849,caste,OBC,Total,Odisha,East
21,htn_undiagnosed,82.2,81.2,83.2,Proportion,"82.2 (81.2, 83.2)",14849,caste,OBC,Total,Odisha,East
21,htn_unscreened,48.9,47,50.8,Proportion,"48.9 (47, 50.8)",8112,caste,Schedule Caste,Total,Odisha,East
21,htn_undiagnosed,85.1,83.8,86.3,Proportion,"85.1 (83.8, 86.3)",8112,caste,Schedule Caste,Total,Odisha,East
21,htn_unscreened,61.1,59,63.2,Proportion,"61.1 (59, 63.2)",11558,caste,Schedule Tribe,Total,Odisha,East
21,htn_undiagnosed,91.6,90.6,92.5,Proportion,"91.6 (90.6, 92.5)",11558,caste,Schedule Tribe,Total,Odisha,East
22,htn_unscreened,27.5,24,31.1,Proportion,"27.5 (24, 31.1)",3274,caste,General,Total,Chhattisgarh,Central
22,htn_undiagnosed,82.1,79.7,84.5,Proportion,"82.1 (79.7, 84.5)",3274,caste,General,Total,Chhattisgarh,Central
22,htn_unscreened,34.3,32.3,36.3,Proportion,"34.3 (32.3, 36.3)",16793,caste,OBC,Total,Chhattisgarh,Central
22,htn_undiagnosed,88.6,87.6,89.6,Proportion,"88.6 (87.6, 89.6)",16793,caste,OBC,Total,Chhattisgarh,Central
22,htn_unscreened,38.5,36,41,Proportion,"38.5 (36, 41)",6243,caste,Schedule Caste,Total,Chhattisgarh,Central
22,htn_undiagnosed,88,86.5,89.5,Proportion,"88 (86.5, 89.5)",6243,caste,Schedule Caste,Total,Chhattisgarh,Central
22,htn_unscreened,51,48.7,53.3,Proportion,"51 (48.7, 53.3)",15868,caste,Schedule Tribe,Total,Chhattisgarh,Central
22,htn_undiagnosed,92.9,92,93.8,Proportion,"92.9 (92, 93.8)",15868,caste,Schedule Tribe,Total,Chhattisgarh,Central
23,htn_unscreened,36,34.2,37.8,Proportion,"36 (34.2, 37.8)",12202,caste,General,Total,Madhya Pradesh,Central
23,htn_undiagnosed,83.9,82.7,85.1,Proportion,"83.9 (82.7, 85.1)",12202,caste,General,Total,Madhya Pradesh,Central
23,htn_unscreened,43.1,41.7,44.6,Proportion,"43.1 (41.7, 44.6)",28791,caste,OBC,Total,Madhya Pradesh,Central
23,htn_undiagnosed,88,87.2,88.8,Proportion,"88 (87.2, 88.8)",28791,caste,OBC,Total,Madhya Pradesh,Central
23,htn_unscreened,46,44.2,47.7,Proportion,"46 (44.2, 47.7)",10807,caste,Schedule Caste,Total,Madhya Pradesh,Central
23,htn_undiagnosed,89.5,88.6,90.3,Proportion,"89.5 (88.6, 90.3)",10807,caste,Schedule Caste,Total,Madhya Pradesh,Central
23,htn_unscreened,58.5,56.6,60.5,Proportion,"58.5 (56.6, 60.5)",16134,caste,Schedule Tribe,Total,Madhya Pradesh,Central
23,htn_undiagnosed,94.7,94,95.4,Proportion,"94.7 (94, 95.4)",16134,caste,Schedule Tribe,Total,Madhya Pradesh,Central
24,htn_unscreened,29.6,27.3,31.9,Proportion,"29.6 (27.3, 31.9)",11086,caste,General,Total,Gujarat,West
24,htn_undiagnosed,80.4,79.1,81.7,Proportion,"80.4 (79.1, 81.7)",11086,caste,General,Total,Gujarat,West
24,htn_unscreened,40.8,38.7,42.9,Proportion,"40.8 (38.7, 42.9)",20502,caste,OBC,Total,Gujarat,West
24,htn_undiagnosed,86.1,85.2,87,Proportion,"86.1 (85.2, 87)",20502,caste,OBC,Total,Gujarat,West
24,htn_unscreened,41.4,38.5,44.3,Proportion,"41.4 (38.5, 44.3)",5758,caste,Schedule Caste,Total,Gujarat,West
24,htn_undiagnosed,87.6,86.2,88.9,Proportion,"87.6 (86.2, 88.9)",5758,caste,Schedule Caste,Total,Gujarat,West
24,htn_unscreened,49.5,45.8,53.3,Proportion,"49.5 (45.8, 53.3)",10686,caste,Schedule Tribe,Total,Gujarat,West
24,htn_undiagnosed,93.3,92.3,94.3,Proportion,"93.3 (92.3, 94.3)",10686,caste,Schedule Tribe,Total,Gujarat,West
25,htn_unscreened,31,23.2,38.8,Proportion,"31 (23.2, 38.8)",771,caste,General,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,86.2,83,89.5,Proportion,"86.2 (83, 89.5)",771,caste,General,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,27.1,21.6,32.6,Proportion,"27.1 (21.6, 32.6)",1663,caste,OBC,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,86.8,83.7,89.9,Proportion,"86.8 (83.7, 89.9)",1663,caste,OBC,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,40.6,30.7,50.5,Proportion,"40.6 (30.7, 50.5)",427,caste,Schedule Caste,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,92.9,89.1,96.7,Proportion,"92.9 (89.1, 96.7)",427,caste,Schedule Caste,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,34.5,27.3,41.7,Proportion,"34.5 (27.3, 41.7)",946,caste,Schedule Tribe,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,93.5,91.3,95.7,Proportion,"93.5 (91.3, 95.7)",946,caste,Schedule Tribe,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,31.5,29.6,33.4,Proportion,"31.5 (29.6, 33.4)",19816,caste,General,Total,Maharashtra,West
27,htn_undiagnosed,83.7,82.8,84.7,Proportion,"83.7 (82.8, 84.7)",19816,caste,General,Total,Maharashtra,West
27,htn_unscreened,32,30.1,33.9,Proportion,"32 (30.1, 33.9)",16564,caste,OBC,Total,Maharashtra,West
27,htn_undiagnosed,84.8,83.9,85.6,Proportion,"84.8 (83.9, 85.6)",16564,caste,OBC,Total,Maharashtra,West
27,htn_unscreened,34.1,31.4,36.7,Proportion,"34.1 (31.4, 36.7)",9147,caste,Schedule Caste,Total,Maharashtra,West
27,htn_undiagnosed,85.3,84.1,86.6,Proportion,"85.3 (84.1, 86.6)",9147,caste,Schedule Caste,Total,Maharashtra,West
27,htn_unscreened,47.4,44.6,50.3,Proportion,"47.4 (44.6, 50.3)",6891,caste,Schedule Tribe,Total,Maharashtra,West
27,htn_undiagnosed,90.1,88.8,91.5,Proportion,"90.1 (88.8, 91.5)",6891,caste,Schedule Tribe,Total,Maharashtra,West
28,htn_unscreened,17.2,15.3,19,Proportion,"17.2 (15.3, 19)",3702,caste,General,Total,Andhra Pradesh,South
28,htn_undiagnosed,73,71,75.1,Proportion,"73 (71, 75.1)",3702,caste,General,Total,Andhra Pradesh,South
28,htn_unscreened,21.6,20,23.3,Proportion,"21.6 (20, 23.3)",8373,caste,OBC,Total,Andhra Pradesh,South
28,htn_undiagnosed,78.1,76.7,79.5,Proportion,"78.1 (76.7, 79.5)",8373,caste,OBC,Total,Andhra Pradesh,South
28,htn_unscreened,24.6,22,27.2,Proportion,"24.6 (22, 27.2)",3267,caste,Schedule Caste,Total,Andhra Pradesh,South
28,htn_undiagnosed,81.5,79.7,83.3,Proportion,"81.5 (79.7, 83.3)",3267,caste,Schedule Caste,Total,Andhra Pradesh,South
28,htn_unscreened,33.4,26,40.9,Proportion,"33.4 (26, 40.9)",585,caste,Schedule Tribe,Total,Andhra Pradesh,South
28,htn_undiagnosed,83.7,80.9,86.5,Proportion,"83.7 (80.9, 86.5)",585,caste,Schedule Tribe,Total,Andhra Pradesh,South
29,htn_unscreened,27.2,24.2,30.2,Proportion,"27.2 (24.2, 30.2)",5654,caste,General,Total,Karnataka,South
29,htn_undiagnosed,78.9,76.4,81.3,Proportion,"78.9 (76.4, 81.3)",5654,caste,General,Total,Karnataka,South
29,htn_unscreened,31.8,29.7,33.9,Proportion,"31.8 (29.7, 33.9)",24855,caste,OBC,Total,Karnataka,South
29,htn_undiagnosed,81.2,80.1,82.3,Proportion,"81.2 (80.1, 82.3)",24855,caste,OBC,Total,Karnataka,South
29,htn_unscreened,37.9,35.2,40.5,Proportion,"37.9 (35.2, 40.5)",8700,caste,Schedule Caste,Total,Karnataka,South
29,htn_undiagnosed,86.2,84.9,87.5,Proportion,"86.2 (84.9, 87.5)",8700,caste,Schedule Caste,Total,Karnataka,South
29,htn_unscreened,42.8,38.4,47.2,Proportion,"42.8 (38.4, 47.2)",4935,caste,Schedule Tribe,Total,Karnataka,South
29,htn_undiagnosed,85.2,83.2,87.1,Proportion,"85.2 (83.2, 87.1)",4935,caste,Schedule Tribe,Total,Karnataka,South
30,htn_unscreened,9.2,6.4,12.1,Proportion,"9.2 (6.4, 12.1)",1861,caste,General,Total,Goa,West
30,htn_undiagnosed,67.4,64.1,70.8,Proportion,"67.4 (64.1, 70.8)",1861,caste,General,Total,Goa,West
30,htn_unscreened,8.4,4.5,12.3,Proportion,"8.4 (4.5, 12.3)",599,caste,OBC,Total,Goa,West
30,htn_undiagnosed,69.9,65.8,73.9,Proportion,"69.9 (65.8, 73.9)",599,caste,OBC,Total,Goa,West
30,htn_unscreened,7.8,4.3,11.4,Proportion,"7.8 (4.3, 11.4)",157,caste,Schedule Caste,Total,Goa,West
30,htn_undiagnosed,77.5,70.6,84.3,Proportion,"77.5 (70.6, 84.3)",157,caste,Schedule Caste,Total,Goa,West
30,htn_unscreened,11.3,6.6,15.9,Proportion,"11.3 (6.6, 15.9)",304,caste,Schedule Tribe,Total,Goa,West
30,htn_undiagnosed,85,81.2,88.9,Proportion,"85 (81.2, 88.9)",304,caste,Schedule Tribe,Total,Goa,West
31,htn_unscreened,0.9,-0.3,2,Proportion,"0.9 (-0.3, 2)",220,caste,General,Total,Lakshadweep,South
31,htn_undiagnosed,86.9,82.1,91.8,Proportion,"86.9 (82.1, 91.8)",220,caste,General,Total,Lakshadweep,South
31,htn_unscreened,1.7,-0.5,4,Proportion,"1.7 (-0.5, 4)",120,caste,OBC,Total,Lakshadweep,South
31,htn_undiagnosed,79.6,71,88.2,Proportion,"79.6 (71, 88.2)",120,caste,OBC,Total,Lakshadweep,South
31,htn_unscreened,0,0,0,Proportion,"0 (0, 0)",59,caste,Schedule Caste,Total,Lakshadweep,South
31,htn_undiagnosed,80,70.9,89,Proportion,"80 (70.9, 89)",59,caste,Schedule Caste,Total,Lakshadweep,South
31,htn_unscreened,4.5,2.9,6.1,Proportion,"4.5 (2.9, 6.1)",1504,caste,Schedule Tribe,Total,Lakshadweep,South
31,htn_undiagnosed,79.5,75.8,83.1,Proportion,"79.5 (75.8, 83.1)",1504,caste,Schedule Tribe,Total,Lakshadweep,South
32,htn_unscreened,6.8,6,7.6,Proportion,"6.8 (6, 7.6)",7536,caste,General,Total,Kerala,South
32,htn_undiagnosed,63.4,61.9,64.9,Proportion,"63.4 (61.9, 64.9)",7536,caste,General,Total,Kerala,South
32,htn_unscreened,6.8,6,7.5,Proportion,"6.8 (6, 7.5)",9447,caste,OBC,Total,Kerala,South
32,htn_undiagnosed,68.9,67.5,70.3,Proportion,"68.9 (67.5, 70.3)",9447,caste,OBC,Total,Kerala,South
32,htn_unscreened,10.6,8.8,12.4,Proportion,"10.6 (8.8, 12.4)",2260,caste,Schedule Caste,Total,Kerala,South
32,htn_undiagnosed,70,67.6,72.4,Proportion,"70 (67.6, 72.4)",2260,caste,Schedule Caste,Total,Kerala,South
32,htn_unscreened,11.9,7.6,16.3,Proportion,"11.9 (7.6, 16.3)",621,caste,Schedule Tribe,Total,Kerala,South
32,htn_undiagnosed,73.1,68.8,77.5,Proportion,"73.1 (68.8, 77.5)",621,caste,Schedule Tribe,Total,Kerala,South
33,htn_unscreened,13.5,10.4,16.5,Proportion,"13.5 (10.4, 16.5)",917,caste,General,Total,Tamil Nadu,South
33,htn_undiagnosed,76,72.1,79.9,Proportion,"76 (72.1, 79.9)",917,caste,General,Total,Tamil Nadu,South
33,htn_unscreened,14.1,13.1,15,Proportion,"14.1 (13.1, 15)",29158,caste,OBC,Total,Tamil Nadu,South
33,htn_undiagnosed,76.5,75,78,Proportion,"76.5 (75, 78)",29158,caste,OBC,Total,Tamil Nadu,South
33,htn_unscreened,18.3,16.7,20,Proportion,"18.3 (16.7, 20)",10676,caste,Schedule Caste,Total,Tamil Nadu,South
33,htn_undiagnosed,80.1,78.4,81.9,Proportion,"80.1 (78.4, 81.9)",10676,caste,Schedule Caste,Total,Tamil Nadu,South
33,htn_unscreened,14.9,9.6,20.2,Proportion,"14.9 (9.6, 20.2)",669,caste,Schedule Tribe,Total,Tamil Nadu,South
33,htn_undiagnosed,86.2,81.3,91.2,Proportion,"86.2 (81.3, 91.2)",669,caste,Schedule Tribe,Total,Tamil Nadu,South
34,htn_unscreened,5.6,0.6,10.5,Proportion,"5.6 (0.6, 10.5)",720,caste,General,Total,Puducherry,South
34,htn_undiagnosed,66.6,56.7,76.5,Proportion,"66.6 (56.7, 76.5)",720,caste,General,Total,Puducherry,South
34,htn_unscreened,14.5,10.6,18.3,Proportion,"14.5 (10.6, 18.3)",4414,caste,OBC,Total,Puducherry,South
34,htn_undiagnosed,76.1,72.1,80.2,Proportion,"76.1 (72.1, 80.2)",4414,caste,OBC,Total,Puducherry,South
34,htn_unscreened,25.5,18.9,32.1,Proportion,"25.5 (18.9, 32.1)",870,caste,Schedule Caste,Total,Puducherry,South
34,htn_undiagnosed,79.3,73.7,84.9,Proportion,"79.3 (73.7, 84.9)",870,caste,Schedule Caste,Total,Puducherry,South
34,htn_unscreened,6.6,-5.9,19.1,Proportion,"6.6 (-5.9, 19.1)",16,caste,Schedule Tribe,Total,Puducherry,South
34,htn_undiagnosed,71.6,27.2,116,Proportion,"71.6 (27.2, 116)",16,caste,Schedule Tribe,Total,Puducherry,South
35,htn_unscreened,11.3,9.2,13.3,Proportion,"11.3 (9.2, 13.3)",2386,caste,General,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,78.9,76.1,81.7,Proportion,"78.9 (76.1, 81.7)",2386,caste,General,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,5.8,3.4,8.1,Proportion,"5.8 (3.4, 8.1)",666,caste,OBC,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,77.8,74.1,81.5,Proportion,"77.8 (74.1, 81.5)",666,caste,OBC,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,14,1.7,26.3,Proportion,"14 (1.7, 26.3)",29,caste,Schedule Caste,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,68.4,49.8,87,Proportion,"68.4 (49.8, 87)",29,caste,Schedule Caste,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,24.8,18.7,31,Proportion,"24.8 (18.7, 31)",1393,caste,Schedule Tribe,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,83.3,80.1,86.4,Proportion,"83.3 (80.1, 86.4)",1393,caste,Schedule Tribe,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,16.2,13.6,18.9,Proportion,"16.2 (13.6, 18.9)",4278,caste,General,Total,Telangana,South
36,htn_undiagnosed,70.1,68,72.2,Proportion,"70.1 (68, 72.2)",4278,caste,General,Total,Telangana,South
36,htn_unscreened,18.9,17.6,20.3,Proportion,"18.9 (17.6, 20.3)",22478,caste,OBC,Total,Telangana,South
36,htn_undiagnosed,76.9,75.9,77.9,Proportion,"76.9 (75.9, 77.9)",22478,caste,OBC,Total,Telangana,South
36,htn_unscreened,18,16.2,19.9,Proportion,"18 (16.2, 19.9)",8514,caste,Schedule Caste,Total,Telangana,South
36,htn_undiagnosed,81.4,80.1,82.7,Proportion,"81.4 (80.1, 82.7)",8514,caste,Schedule Caste,Total,Telangana,South
36,htn_unscreened,24.2,20.5,27.9,Proportion,"24.2 (20.5, 27.9)",3293,caste,Schedule Tribe,Total,Telangana,South
36,htn_undiagnosed,86,84,88.1,Proportion,"86 (84, 88.1)",3293,caste,Schedule Tribe,Total,Telangana,South
37,htn_unscreened,21.8,15.3,28.4,Proportion,"21.8 (15.3, 28.4)",1050,caste,General,Total,Ladakh,North
37,htn_undiagnosed,78.5,70.4,86.5,Proportion,"78.5 (70.4, 86.5)",1050,caste,General,Total,Ladakh,North
37,htn_unscreened,100,100,100,Proportion,"100 (100, 100)",2,caste,OBC,Total,Ladakh,North
37,htn_undiagnosed,100,100,100,Proportion,"100 (100, 100)",2,caste,OBC,Total,Ladakh,North
37,htn_unscreened,8.4,-0.6,17.4,Proportion,"8.4 (-0.6, 17.4)",30,caste,Schedule Caste,Total,Ladakh,North
37,htn_undiagnosed,39.6,16.7,62.6,Proportion,"39.6 (16.7, 62.6)",30,caste,Schedule Caste,Total,Ladakh,North
37,htn_unscreened,17.2,13.1,21.2,Proportion,"17.2 (13.1, 21.2)",2277,caste,Schedule Tribe,Total,Ladakh,North
37,htn_undiagnosed,69.1,61.9,76.2,Proportion,"69.1 (61.9, 76.2)",2277,caste,Schedule Tribe,Total,Ladakh,North
1,htn_unscreened,18.5,15.7,21.3,Proportion,"18.5 (15.7, 21.3)",8244,religion,Hindu,Total,Jammu & Kashmir,North
1,htn_undiagnosed,78.9,76.5,81.4,Proportion,"78.9 (76.5, 81.4)",8244,religion,Hindu,Total,Jammu & Kashmir,North
1,htn_unscreened,20.5,18.8,22.1,Proportion,"20.5 (18.8, 22.1)",23501,religion,Muslim,Total,Jammu & Kashmir,North
1,htn_undiagnosed,76.7,75.1,78.4,Proportion,"76.7 (75.1, 78.4)",23501,religion,Muslim,Total,Jammu & Kashmir,North
1,htn_unscreened,12.9,7.7,18,Proportion,"12.9 (7.7, 18)",853,religion,Other,Total,Jammu & Kashmir,North
1,htn_undiagnosed,74.6,68,81.1,Proportion,"74.6 (68, 81.1)",853,religion,Other,Total,Jammu & Kashmir,North
2,htn_unscreened,19.9,18.6,21.3,Proportion,"19.9 (18.6, 21.3)",14906,religion,Hindu,Total,Himachal Pradesh,North
2,htn_undiagnosed,76.9,75.5,78.4,Proportion,"76.9 (75.5, 78.4)",14906,religion,Hindu,Total,Himachal Pradesh,North
2,htn_unscreened,29,24.1,33.9,Proportion,"29 (24.1, 33.9)",285,religion,Muslim,Total,Himachal Pradesh,North
2,htn_undiagnosed,82.8,77.8,87.8,Proportion,"82.8 (77.8, 87.8)",285,religion,Muslim,Total,Himachal Pradesh,North
2,htn_unscreened,17.4,12.3,22.5,Proportion,"17.4 (12.3, 22.5)",1305,religion,Other,Total,Himachal Pradesh,North
2,htn_undiagnosed,67.7,60.8,74.7,Proportion,"67.7 (60.8, 74.7)",1305,religion,Other,Total,Himachal Pradesh,North
3,htn_unscreened,14.8,13.4,16.2,Proportion,"14.8 (13.4, 16.2)",13055,religion,Hindu,Total,Punjab,North
3,htn_undiagnosed,75,73.4,76.7,Proportion,"75 (73.4, 76.7)",13055,religion,Hindu,Total,Punjab,North
3,htn_unscreened,19.4,13.9,25,Proportion,"19.4 (13.9, 25)",338,religion,Muslim,Total,Punjab,North
3,htn_undiagnosed,70.4,62.3,78.5,Proportion,"70.4 (62.3, 78.5)",338,religion,Muslim,Total,Punjab,North
3,htn_unscreened,17.1,15.9,18.4,Proportion,"17.1 (15.9, 18.4)",24309,religion,Other,Total,Punjab,North
3,htn_undiagnosed,71.3,69.9,72.7,Proportion,"71.3 (69.9, 72.7)",24309,religion,Other,Total,Punjab,North
4,htn_unscreened,15.8,10.7,21,Proportion,"15.8 (10.7, 21)",650,religion,Hindu,Total,Chandigarh,North
4,htn_undiagnosed,77,71,83,Proportion,"77 (71, 83)",650,religion,Hindu,Total,Chandigarh,North
4,htn_unscreened,13.7,2.9,24.6,Proportion,"13.7 (2.9, 24.6)",68,religion,Muslim,Total,Chandigarh,North
4,htn_undiagnosed,89.7,82.3,97.2,Proportion,"89.7 (82.3, 97.2)",68,religion,Muslim,Total,Chandigarh,North
4,htn_unscreened,6.7,1.4,11.9,Proportion,"6.7 (1.4, 11.9)",178,religion,Other,Total,Chandigarh,North
4,htn_undiagnosed,68.8,60.1,77.5,Proportion,"68.8 (60.1, 77.5)",178,religion,Other,Total,Chandigarh,North
5,htn_unscreened,27.4,25.7,29.1,Proportion,"27.4 (25.7, 29.1)",17986,religion,Hindu,Total,Uttarakhand,Central
5,htn_undiagnosed,81.9,80.6,83.2,Proportion,"81.9 (80.6, 83.2)",17986,religion,Hindu,Total,Uttarakhand,Central
5,htn_unscreened,21.7,18.4,24.9,Proportion,"21.7 (18.4, 24.9)",927,religion,Muslim,Total,Uttarakhand,Central
5,htn_undiagnosed,79.9,76.2,83.6,Proportion,"79.9 (76.2, 83.6)",927,religion,Muslim,Total,Uttarakhand,Central
5,htn_unscreened,20.5,14.3,26.8,Proportion,"20.5 (14.3, 26.8)",271,religion,Other,Total,Uttarakhand,Central
5,htn_undiagnosed,76.9,70.9,82.9,Proportion,"76.9 (70.9, 82.9)",271,religion,Other,Total,Uttarakhand,Central
6,htn_unscreened,23.8,22.8,24.8,Proportion,"23.8 (22.8, 24.8)",30319,religion,Hindu,Total,Haryana,North
6,htn_undiagnosed,79.4,78.4,80.5,Proportion,"79.4 (78.4, 80.5)",30319,religion,Hindu,Total,Haryana,North
6,htn_unscreened,34.9,30.8,38.9,Proportion,"34.9 (30.8, 38.9)",1764,religion,Muslim,Total,Haryana,North
6,htn_undiagnosed,89.4,86.9,91.9,Proportion,"89.4 (86.9, 91.9)",1764,religion,Muslim,Total,Haryana,North
6,htn_unscreened,20.5,17.1,24,Proportion,"20.5 (17.1, 24)",1339,religion,Other,Total,Haryana,North
6,htn_undiagnosed,72.6,68.4,76.7,Proportion,"72.6 (68.4, 76.7)",1339,religion,Other,Total,Haryana,North
7,htn_unscreened,18.2,16.8,19.6,Proportion,"18.2 (16.8, 19.6)",12798,religion,Hindu,Total,Nct Of Delhi,North
7,htn_undiagnosed,81.5,80.4,82.6,Proportion,"81.5 (80.4, 82.6)",12798,religion,Hindu,Total,Nct Of Delhi,North
7,htn_unscreened,18.8,15.7,21.8,Proportion,"18.8 (15.7, 21.8)",1674,religion,Muslim,Total,Nct Of Delhi,North
7,htn_undiagnosed,85.4,82.6,88.1,Proportion,"85.4 (82.6, 88.1)",1674,religion,Muslim,Total,Nct Of Delhi,North
7,htn_unscreened,15.3,11.4,19.3,Proportion,"15.3 (11.4, 19.3)",553,religion,Other,Total,Nct Of Delhi,North
7,htn_undiagnosed,72.2,65.5,79,Proportion,"72.2 (65.5, 79)",553,religion,Other,Total,Nct Of Delhi,North
8,htn_unscreened,41.9,40.6,43.3,Proportion,"41.9 (40.6, 43.3)",52520,religion,Hindu,Total,Rajasthan,North
8,htn_undiagnosed,86.3,85.4,87.2,Proportion,"86.3 (85.4, 87.2)",52520,religion,Hindu,Total,Rajasthan,North
8,htn_unscreened,40.4,36.1,44.8,Proportion,"40.4 (36.1, 44.8)",4345,religion,Muslim,Total,Rajasthan,North
8,htn_undiagnosed,86.5,83.5,89.5,Proportion,"86.5 (83.5, 89.5)",4345,religion,Muslim,Total,Rajasthan,North
8,htn_unscreened,32.1,26.7,37.6,Proportion,"32.1 (26.7, 37.6)",1258,religion,Other,Total,Rajasthan,North
8,htn_undiagnosed,77.4,73.1,81.7,Proportion,"77.4 (73.1, 81.7)",1258,religion,Other,Total,Rajasthan,North
9,htn_unscreened,35.4,34.5,36.3,Proportion,"35.4 (34.5, 36.3)",101708,religion,Hindu,Total,Uttar Pradesh,Central
9,htn_undiagnosed,83.2,82.5,83.9,Proportion,"83.2 (82.5, 83.9)",101708,religion,Hindu,Total,Uttar Pradesh,Central
9,htn_unscreened,32.3,30.5,34,Proportion,"32.3 (30.5, 34)",18209,religion,Muslim,Total,Uttar Pradesh,Central
9,htn_undiagnosed,84.5,83.3,85.7,Proportion,"84.5 (83.3, 85.7)",18209,religion,Muslim,Total,Uttar Pradesh,Central
9,htn_unscreened,29.7,16.7,42.8,Proportion,"29.7 (16.7, 42.8)",605,religion,Other,Total,Uttar Pradesh,Central
9,htn_undiagnosed,79.3,72.8,85.8,Proportion,"79.3 (72.8, 85.8)",605,religion,Other,Total,Uttar Pradesh,Central
10,htn_unscreened,32.8,31.8,33.9,Proportion,"32.8 (31.8, 33.9)",39961,religion,Hindu,Total,Bihar,East
10,htn_undiagnosed,75.1,73.8,76.4,Proportion,"75.1 (73.8, 76.4)",39961,religion,Hindu,Total,Bihar,East
10,htn_unscreened,28.6,26.5,30.6,Proportion,"28.6 (26.5, 30.6)",5900,religion,Muslim,Total,Bihar,East
10,htn_undiagnosed,66.5,63.2,69.8,Proportion,"66.5 (63.2, 69.8)",5900,religion,Muslim,Total,Bihar,East
10,htn_unscreened,50.3,34.5,66,Proportion,"50.3 (34.5, 66)",78,religion,Other,Total,Bihar,East
10,htn_undiagnosed,78.5,66.7,90.3,Proportion,"78.5 (66.7, 90.3)",78,religion,Other,Total,Bihar,East
11,htn_unscreened,22.9,19.4,26.4,Proportion,"22.9 (19.4, 26.4)",3055,religion,Hindu,Total,Sikkim,North East
11,htn_undiagnosed,79.4,76.5,82.3,Proportion,"79.4 (76.5, 82.3)",3055,religion,Hindu,Total,Sikkim,North East
11,htn_unscreened,15.5,0.3,30.7,Proportion,"15.5 (0.3, 30.7)",58,religion,Muslim,Total,Sikkim,North East
11,htn_undiagnosed,77.4,59.4,95.3,Proportion,"77.4 (59.4, 95.3)",58,religion,Muslim,Total,Sikkim,North East
11,htn_unscreened,23.5,20.2,26.8,Proportion,"23.5 (20.2, 26.8)",3055,religion,Other,Total,Sikkim,North East
11,htn_undiagnosed,77,73.9,80.2,Proportion,"77 (73.9, 80.2)",3055,religion,Other,Total,Sikkim,North East
12,htn_unscreened,30.9,27.8,33.9,Proportion,"30.9 (27.8, 33.9)",7861,religion,Hindu,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,84.3,82.4,86.3,Proportion,"84.3 (82.4, 86.3)",7861,religion,Hindu,Total,Arunachal Pradesh,North East
12,htn_unscreened,29.4,21.1,37.8,Proportion,"29.4 (21.1, 37.8)",359,religion,Muslim,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,80.9,72.4,89.5,Proportion,"80.9 (72.4, 89.5)",359,religion,Muslim,Total,Arunachal Pradesh,North East
